merge_id,num_chunks,total_resolution_pattern
576,23,OURS|OURS|OURS|OURS|OURS|OURS|OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSBASE|NON|OURS|OURS|OURS
591,1,NON
592,1,NON
593,2,THEIRS|THEIRS
606,1,OURS
615,3,OURS|OURS|NON
637,2,BASE|OURSBASE
644,100,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSBASE|OURSBASE|OURSBASE|OURS|OURSBASE|OURSBASE|OURSBASE|OURSBASE|OURSBASE|OURSBASE|OURSBASE|OURS|OURS|OURS|OURS|OURSBASE|OURS|OURSBASE|OURSBASE|OURS|OURS|OURSBASE|OURSBASE|OURSBASE|OURSBASE|OURS|OURSBASE
682,1,OURS
690,1,NON
692,29,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
695,1,BASETHEIRS
724,2,OURSTHEIRS|OURS
737,8,NON|OURS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|NON|OURSTHEIRS|OURSTHEIRS
744,1,THEIRS
746,1,OURS
747,152,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|BASE|THEIRS|NON|THEIRS|THEIRS|THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|OURS|OURS|OURSTHEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|NON|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
755,4,OURSTHEIRS|OURS|NON|NON
767,2,THEIRS|THEIRS
787,5,OURSTHEIRS|THEIRS|NON|OURS|THEIRS
794,1,OURS
798,4,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
802,1,OURS
825,4,OURS|OURS|OURS|OURS
841,1,OURSTHEIRS
860,1,OURS
878,2,OURS|OURS
879,1,THEIRS
887,4,OURSTHEIRS|NON|OURSTHEIRS|NON
891,1,NON
911,2,OURS|OURS
915,1,OURSTHEIRS
917,1,THEIRS
919,35,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
921,1,OURS
930,1,NON
932,2,OURS|NON
941,1,NON
961,1,OURSTHEIRS
986,1,THEIRS
1003,1,THEIRS
1015,3,OURS|THEIRS|OURSTHEIRS
1044,1,OURS
1045,1,OURS
1052,2,THEIRS|THEIRS
1054,3,BASE|OURS|OURS
1060,1,THEIRS
1063,1,NON
1067,2,OURS|NON
1083,4,THEIRS|OURS|THEIRS|OURS
1085,1,NON
1098,1,OURS
1100,3,OURS|OURS|OURS
1108,3,OURS|OURS|OURS
1109,1,NON
1116,3,OURS|OURS|OURS
1127,1,OURS
1129,1,OURS
1141,3,OURS|OURS|NON
1148,1,THEIRS
1151,6,OURSTHEIRS|NON|OURS|NON|OURS|OURS
1182,5,OURS|OURS|OURS|OURS|OURS
1214,2,THEIRS|OURSTHEIRS
1216,3,THEIRS|NON|NON
1240,2,OURSTHEIRS|OURSTHEIRS
1246,3,THEIRS|THEIRS|THEIRS
1253,3,OURS|OURS|THEIRS
1259,1,NON
1267,1,OURS
1270,1,OURS
1281,1,NON
1291,2,THEIRS|THEIRS
1307,1,OURS
1309,1,THEIRS
1326,2,NON|NON
1336,1,BASE
1339,3,NON|NON|OURSTHEIRS
1359,3,NON|THEIRS|THEIRS
1368,1,NON
1383,3,OURS|NON|OURS
1396,2,OURS|OURS
1410,1,NON
1420,3,NON|NON|NON
1430,2,OURS|OURS
1434,1,THEIRS
1438,6,THEIRS|NON|NON|OURSTHEIRS|OURS|OURS
1440,1,BASE
1485,2,BASE|OURS
1499,1,THEIRS
1534,3,NON|NON|THEIRS
1537,3,OURS|OURS|OURS
1548,1,THEIRS
1557,1,NON
1565,1,THEIRS
1574,2,OURSBASE|THEIRS
1598,4,THEIRS|THEIRS|THEIRS|THEIRS
1608,1,OURS
1612,4,THEIRS|THEIRS|THEIRS|THEIRS
1632,1,OURSTHEIRS
1640,6,THEIRS|OURS|OURS|OURS|OURS|OURS
1646,1,THEIRS
1648,1,THEIRS
1654,1,NON
1660,1,NON
1664,2,OURS|OURS
1679,1,NON
1682,1,NON
1714,1,OURS
1722,2,THEIRS|BASETHEIRS
1724,1,NON
1726,2,THEIRS|THEIRS
1734,2,THEIRS|THEIRS
1744,1,OURSTHEIRS
1752,1,OURS
1763,2,NON|BASE
1765,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1795,8,NON|NON|NON|NON|NON|NON|NON|NON
1826,1,THEIRS
1843,2,THEIRS|OURS
1861,2,OURS|OURS
1875,4,OURS|OURS|OURS|OURS
1891,1,OURS
1901,1,OURSTHEIRS
1920,1,THEIRS
1923,1,NON
1929,2,THEIRS|THEIRS
1959,2,OURS|OURS
1961,1,OURS
1962,1,OURS
1963,3,OURS|OURS|OURS
1981,1,NON
1988,15,NON|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|OURS|OURS|OURS|NON|BASE|OURS
2013,1,THEIRS
2029,1,NON
2038,1,OURS
2065,3,OURS|OURS|OURS
2077,1,THEIRS
2079,10,THEIRS|THEIRS|BASE|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS
2086,1,OURS
2120,1,OURS
2123,1,OURSTHEIRS
2124,1,OURSBASE
2127,3,THEIRS|NON|THEIRS
2128,3,OURSTHEIRS|THEIRS|THEIRS
2130,2,THEIRS|THEIRS
2145,1,THEIRS
2158,1,OURS
2170,2,THEIRS|THEIRS
2174,1,OURS
2176,26,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2178,1,THEIRS
2186,22,OURSTHEIRS|THEIRS|BASE|NON|OURSTHEIRS|NON|OURSTHEIRS|OURSTHEIRS|NON|OURSTHEIRS|NON|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|NON|OURSTHEIRS|NON|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|NON|BASETHEIRS
2199,11,OURS|THEIRS|OURS|OURSBASE|OURS|OURS|OURSBASE|OURS|OURS|OURS|OURSBASE
2219,7,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2226,14,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS
2254,1,OURSTHEIRS
2265,11,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2278,4,OURS|OURS|OURS|OURS
2283,1,THEIRS
2316,2,OURS|OURS
2329,8,OURS|THEIRS|THEIRS|THEIRS|OURS|OURS|THEIRS|THEIRS
2337,1,OURS
2364,5,NON|OURS|OURS|NON|OURS
2388,1,THEIRS
2399,1,THEIRS
2419,2,THEIRS|THEIRS
2448,1,THEIRS
2462,1,OURSTHEIRS
2481,2,NON|NON
2490,1,OURS
2502,1,OURS
2518,1,OURS
2525,2,OURS|NON
2532,1,NON
2533,1,OURSTHEIRS
2535,1,THEIRS
2542,1,THEIRS
2559,1,THEIRS
2566,1,OURSTHEIRS
2574,33,OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2580,2,OURS|OURS
2587,2,NON|OURS
2593,10,NON|NON|NON|NON|NON|BASE|NON|NON|BASE|BASE
2605,2,THEIRS|THEIRS
2609,1,THEIRS
2637,37,THEIRS|OURSTHEIRS|THEIRS|THEIRS|NON|NON|NON|THEIRS|NON|OURSTHEIRS|OURSTHEIRS|NON|THEIRS|OURSTHEIRS|OURSTHEIRS|NON|NON|NON|NON|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURS|THEIRS|NON|THEIRS|THEIRS|THEIRS|NON|NON|NON|NON|NON|OURSTHEIRS|NON|NON|NON
2641,1,OURS
2648,4,OURS|THEIRS|THEIRS|OURS
2657,1,OURSTHEIRS
2671,1,OURS
2672,3,THEIRS|THEIRS|OURS
2688,1,NON
2699,1,THEIRS
2703,2,OURS|THEIRS
2705,75,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|NON|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|THEIRS|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2713,3,OURS|OURSTHEIRS|THEIRS
2746,1,OURS
2752,1,OURS
2765,2,NON|OURS
2767,3,OURS|OURS|OURS
2770,1,OURSTHEIRS
2782,1,OURS
2802,13,THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|THEIRS|OURS
2811,1,NON
2822,1,EMPTY
2842,6,THEIRS|NON|NON|NON|NON|THEIRS
2863,1,THEIRS
2889,3,OURS|OURS|OURS
2893,2,OURS|OURS
2907,15,THEIRS|NON|THEIRS|THEIRS|THEIRS|OURS|OURSTHEIRS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS
2923,3,OURS|OURS|OURS
2955,1,OURS
2956,1,NON
2969,4,OURS|OURS|OURS|OURS
2974,1,THEIRS
2979,15,OURSTHEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|OURS|NON|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS
2988,1,NON
2990,2,NON|OURS
2992,1,THEIRS
2998,13,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS
3005,1,OURS
3047,1,OURS
3049,2,THEIRS|THEIRS
3063,57,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3065,2,THEIRS|THEIRS
3066,1,OURS
3080,4,OURS|OURS|OURS|OURS
3113,21,BASETHEIRS|THEIRS|OURS|BASE|OURS|OURS|OURSBASE|OURS|OURSBASE|OURSBASE|OURS|OURSBASE|OURS|OURSBASE|OURSBASE|OURSBASE|OURSBASE|OURSBASE|OURS|OURSBASE|OURSBASE
3119,28,THEIRS|THEIRS|BASE|BASE|OURS|THEIRS|OURSTHEIRS|OURSTHEIRS|NON|NON|THEIRS|OURSTHEIRS|NON|NON|NON|OURSTHEIRS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3130,1,OURS
3167,7,NON|THEIRS|NON|OURS|OURS|OURS|OURS
3207,1,OURS
3212,1,OURS
3235,8,OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS
3236,1,NON
3270,1,OURSBASE
3325,1,OURS
3326,28,NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3333,11,OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|NON
3338,21,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3344,1,THEIRS
3354,1,THEIRS
3356,1,THEIRS
3359,1,THEIRS
3382,3,BASE|THEIRS|THEIRS
3391,1,THEIRS
3403,1,OURS
3424,4,THEIRS|OURS|OURS|OURS
3438,3,OURS|OURS|NON
3455,3,BASETHEIRS|OURS|THEIRS
3459,1,THEIRS
3461,31,NON|NON|OURS|NON|OURS|OURS|NON|NON|NON|OURS|NON|OURS|OURS|NON|OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
3486,1,NON
3488,5,THEIRS|THEIRS|THEIRS|THEIRS|BASE
3493,1,NON
3508,2,OURS|OURSTHEIRS
3517,1,OURS
3527,1,OURS
3528,2,OURS|THEIRS
3534,1,NON
3543,20,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSBASE|OURS|OURS|OURS|OURS|OURS
3553,1,OURS
3567,2,OURS|NON
3596,1,THEIRS
3598,3,THEIRS|THEIRS|THEIRS
3601,1,OURS
3604,1,OURSTHEIRS
3616,1,OURS
3618,4,NON|NON|THEIRS|OURS
3624,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3629,1,OURS
3643,1,OURS
3651,1,THEIRS
3652,1,THEIRS
3697,1,OURS
3699,11,NON|OURS|OURS|OURS|OURS|OURS|NON|NON|NON|NON|NON
3712,1,NON
3713,1,THEIRS
3717,3,OURS|OURS|OURS
3798,1,THEIRS
3805,3,OURS|OURS|OURS
3812,2,THEIRS|THEIRS
3830,1,OURS
3851,18,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3863,7,OURS|NON|NON|NON|NON|OURS|OURS
3878,2,NON|OURS
3883,1,NON
3890,1,OURS
3891,2,OURS|OURS
3898,1,OURS
3899,8,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3905,3,THEIRS|THEIRS|OURS
3917,1,NON
3922,1,OURS
3925,2,OURSTHEIRS|THEIRS
3927,14,THEIRS|THEIRS|NON|NON|THEIRS|NON|NON|OURS|OURS|NON|NON|NON|NON|OURS
3931,3,OURSTHEIRS|NON|OURSTHEIRS
3939,17,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3952,30,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3957,1,OURS
3970,1,NON
3981,5,NON|THEIRS|OURSTHEIRS|OURSTHEIRS|NON
3985,2,THEIRS|THEIRS
3989,3,BASE|BASE|BASE
3994,1,OURS
4009,2,OURS|OURS
4048,3,OURS|OURS|OURS
4102,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON
4110,6,OURS|OURSBASE|OURS|OURS|OURS|OURS
4145,1,NON
4156,1,THEIRS
4163,4,OURSBASE|OURS|NON|NON
4175,1,OURS
4180,1,NON
4196,206,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4213,3,NON|OURS|OURS
4223,7,NON|NON|NON|THEIRS|THEIRS|NON|THEIRS
4231,4,NON|NON|NON|NON
4242,1,OURS
4243,1,NON
4244,2,OURS|OURS
4247,7,NON|OURS|OURS|OURS|OURS|OURS|OURS
4251,2,OURS|OURS
4270,4,THEIRS|NON|NON|THEIRS
4284,5,OURS|THEIRS|OURSTHEIRS|OURS|OURS
4286,2,THEIRS|BASETHEIRS
4287,3,OURSBASE|OURS|BASE
4288,1,OURSTHEIRS
4296,10,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4324,1,THEIRS
4331,1,NON
4342,1,OURSTHEIRS
4346,1,OURS
4362,1,OURSTHEIRS
4366,2,OURS|OURS
4370,2,OURS|OURS
4396,7,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4397,1,NON
4419,2,OURS|OURS
4423,1,OURS
4427,23,THEIRS|THEIRS|NON|NON|NON|OURS|THEIRS|NON|THEIRS|NON|NON|NON|OURS|THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS
4431,2,OURS|OURS
4436,1,NON
4445,1,OURS
4458,1,OURS
4471,1,OURS
4490,2,NON|THEIRS
4496,1,THEIRS
4521,1,BASE
4531,1,THEIRS
4537,5,THEIRS|THEIRS|NON|THEIRS|NON
4552,5,NON|NON|OURS|OURS|THEIRS
4555,1,OURS
4570,2,OURS|OURS
4572,1,OURS
4591,17,NON|NON|NON|NON|NON|NON|NON|NON|BASETHEIRS|THEIRS|NON|NON|THEIRS|OURS|OURS|NON|BASETHEIRS
4601,1,NON
4620,100,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4688,2,OURS|OURS
4694,102,THEIRS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4697,1,OURS
4700,1,OURS
4712,2,OURS|OURS
4717,1,THEIRS
4728,1,NON
4733,4,OURSBASETHEIRS|OURSTHEIRS|NON|NON
4794,1,OURSTHEIRS
4796,1,OURS
4801,1,NON
4805,1,OURSTHEIRS
4828,3,THEIRS|THEIRS|BASE
4829,1,OURS
4841,1,THEIRS
4843,1,OURSTHEIRS
4862,1,OURS
4863,4,NON|NON|THEIRS|THEIRS
4897,1,OURSTHEIRS
4916,1,OURS
4917,1,OURSTHEIRS
4933,2,NON|THEIRS
4938,1,NON
4942,1,OURSTHEIRS
4958,1,OURS
4960,2,THEIRS|NON
4970,2,OURS|OURS
4976,2,NON|OURSTHEIRS
5003,1,OURS
5008,1,NON
5010,1,OURSTHEIRS
5011,1,NON
5012,5,THEIRS|OURS|NON|OURS|OURS
5015,8,OURSBASE|NON|OURS|OURS|NON|OURS|OURS|OURS
5025,1,THEIRS
5027,4,THEIRS|THEIRS|THEIRS|OURS
5037,3,THEIRS|THEIRS|OURSTHEIRS
5040,1,THEIRS
5057,6,THEIRS|THEIRS|NON|THEIRS|NON|THEIRS
5058,4,THEIRS|THEIRS|THEIRS|THEIRS
5059,3,THEIRS|THEIRS|THEIRS
5075,9,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
5085,1,NON
5097,1,NON
5099,2,NON|NON
5111,12,NON|NON|NON|NON|NON|NON|OURS|OURS|OURSBASE|OURS|OURS|OURS
5112,1,OURSTHEIRS
5118,6,THEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|NON
5133,10,OURSTHEIRS|OURS|NON|NON|NON|NON|NON|OURS|OURS|NON
5136,10,OURS|OURS|BASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS
5147,1,NON
5151,1,OURS
5169,2,NON|THEIRS
5228,1,NON
5231,3,NON|OURS|NON
5236,2,NON|NON
5248,3,THEIRS|THEIRS|OURS
5266,1,OURS
5294,1,OURS
5298,2,NON|NON
5309,1,NON
5326,2,NON|NON
5337,2,THEIRS|THEIRS
5349,1,OURS
5352,1,NON
5356,1,THEIRS
5357,1,OURSTHEIRS
5360,1,OURSTHEIRS
5374,2,NON|NON
5379,1,NON
5382,4,THEIRS|NON|THEIRS|THEIRS
