merge_id,num_chunks,total_resolution_pattern
561,152,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
582,1,OURSTHEIRS
586,8,OURS|OURS|OURS|OURS|NON|NON|THEIRS|THEIRS
587,1,NON
602,2,NON|NON
617,1,BASE
619,1,OURS
652,9,OURS|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS|OURSBASE|OURS
675,1,THEIRS
679,13,OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
707,10,OURS|NON|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS
720,195,THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|NON|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|BASETHEIRS|THEIRS|THEIRS|OURS|NON|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|THEIRS|BASETHEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
723,2,NON|NON
729,1,THEIRS
734,27,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
741,1,OURS
754,1,THEIRS
768,1,OURS
779,1,THEIRS
785,1,THEIRS
790,1,THEIRS
791,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
792,1,THEIRS
807,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
810,2,NON|NON
815,5,OURS|OURS|OURS|OURS|OURS
816,2,NON|OURSTHEIRS
829,1,NON
842,1,NON
856,1,OURS
877,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURSTHEIRS|OURS|OURS|OURS
896,1,OURS
903,1,NON
910,8,THEIRS|THEIRS|THEIRS|NON|OURSTHEIRS|THEIRS|OURSTHEIRS|NON
924,2,OURS|OURS
939,1,NON
940,3,NON|NON|THEIRS
943,1,THEIRS
956,2,THEIRS|OURSTHEIRS
968,1,OURS
970,1,THEIRS
974,2,BASETHEIRS|THEIRS
976,1,NON
983,1,THEIRS
988,2,NON|THEIRS
1020,1,OURSTHEIRS
1023,1,THEIRS
1032,1,NON
1039,1,OURS
1043,3,OURS|OURS|OURS
1071,1,NON
1089,1,NON
1106,2,THEIRS|THEIRS
1131,5,THEIRS|THEIRS|OURS|OURS|NON
1135,6,THEIRS|THEIRS|THEIRS|NON|THEIRS|OURSTHEIRS
1136,2,THEIRS|THEIRS
1173,1,NON
1179,1,BASETHEIRS
1203,1,OURS
1206,1,OURS
1237,3,NON|NON|NON
1255,1,NON
1280,2,OURS|NON
1288,2,OURS|OURS
1298,2,OURS|THEIRS
1324,1,THEIRS
1338,8,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1367,2,OURSBASE|OURS
1371,1,THEIRS
1373,1,OURS
1411,1,THEIRS
1455,4,THEIRS|THEIRS|NON|OURSTHEIRS
1457,1,THEIRS
1463,1,OURSTHEIRS
1464,1,NON
1465,1,OURS
1474,1,NON
1478,17,NON|THEIRS|THEIRS|THEIRS|NON|THEIRS|NON|NON|NON|NON|NON|NON|NON|NON|NON|THEIRS|NON
1484,1,OURS
1487,1,OURS
1518,1,OURSTHEIRS
1536,1,OURS
1543,1,NON
1553,1,OURS
1560,1,THEIRS
1571,1,THEIRS
1573,1,OURS
1590,3,THEIRS|THEIRS|OURS
1596,1,NON
1599,1,OURS
1611,8,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURSBASE
1624,3,NON|NON|NON
1655,1,OURS
1665,1,OURS
1676,12,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1681,6,NON|NON|OURS|NON|NON|NON
1686,4,OURS|OURS|OURS|OURS
1716,1,THEIRS
1718,2,OURS|OURS
1723,1,NON
1729,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1742,1,NON
1750,1,THEIRS
1760,1,THEIRS
1766,8,NON|NON|NON|NON|THEIRS|OURSTHEIRS|NON|OURS
1774,4,OURS|OURS|THEIRS|OURS
1783,1,NON
1823,1,OURS
1836,1,OURS
1855,1,OURSTHEIRS
1864,1,OURS
1873,2,OURS|OURS
1903,1,OURSTHEIRS
1905,1,OURSTHEIRS
1932,2,THEIRS|OURSTHEIRS
1934,2,NON|NON
1940,2,THEIRS|BASE
1945,1,THEIRS
1954,1,OURS
1957,1,OURS
1960,1,BASE
1970,1,OURS
1971,6,NON|OURSTHEIRS|OURSTHEIRS|NON|OURSTHEIRS|NON
1977,1,OURS
1984,3,THEIRS|THEIRS|THEIRS
1994,25,THEIRS|THEIRS|BASETHEIRS|OURS|OURS|OURS|OURS|THEIRS|NON|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|EMPTY|THEIRS|NON|NON|THEIRS|THEIRS
2005,3,THEIRS|THEIRS|THEIRS
2016,4,NON|OURS|OURS|OURSTHEIRS
2019,1,THEIRS
2024,12,THEIRS|OURSTHEIRS|OURSBASETHEIRS|THEIRS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS
2030,10,OURS|NON|OURSTHEIRS|THEIRS|OURS|OURS|OURS|OURSTHEIRS|OURS|OURS
2034,1,OURS
2035,2,OURS|OURS
2042,1,OURSTHEIRS
2043,1,OURS
2055,1,THEIRS
2064,1,OURSTHEIRS
2072,19,NON|EMPTY|NON|NON|OURS|OURS|OURS|NON|THEIRS|OURS|NON|OURSTHEIRS|NON|NON|NON|EMPTY|NON|THEIRS|THEIRS
2076,1,THEIRS
2087,2,OURSTHEIRS|NON
2089,1,NON
2105,4,OURS|OURS|OURS|OURS
2112,1,OURS
2140,2,THEIRS|THEIRS
2151,1,OURS
2159,1,OURS
2172,27,OURS|NON|NON|OURS|OURS|OURS|OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|THEIRS
2173,1,THEIRS
2192,1,OURS
2196,1,OURS
2197,1,OURS
2208,1,THEIRS
2215,1,OURSBASE
2227,1,THEIRS
2230,1,NON
2262,1,OURS
2266,2,THEIRS|THEIRS
2273,1,OURS
2285,1,OURS
2289,1,THEIRS
2292,1,OURSTHEIRS
2294,1,OURS
2302,1,OURS
2310,5,NON|NON|OURS|OURSTHEIRS|THEIRS
2314,2,THEIRS|THEIRS
2323,4,OURS|OURS|OURS|NON
2344,1,THEIRS
2346,1,OURS
2347,1,OURS
2353,4,OURS|OURS|OURS|OURS
2367,2,OURS|OURS
2374,1,THEIRS
2387,5,OURS|OURS|THEIRS|THEIRS|OURS
2395,2,THEIRS|THEIRS
2412,6,THEIRS|THEIRS|THEIRS|NON|NON|NON
2445,2,BASE|OURSTHEIRS
2449,8,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS
2456,1,NON
2467,4,OURS|OURS|OURS|NON
2470,3,OURSTHEIRS|OURS|THEIRS
2471,1,NON
2475,18,NON|NON|NON|NON|NON|OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|THEIRS|NON|OURS
2488,1,THEIRS
2508,2,OURS|NON
2513,7,NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2519,18,NON|NON|NON|NON|NON|NON|THEIRS|NON|NON|NON|OURS|NON|OURS|NON|OURS|OURS|NON|NON
2531,3,OURSTHEIRS|NON|NON
2545,1,THEIRS
2551,2,BASE|NON
2565,1,OURS
2585,14,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2629,1,OURS
2634,1,THEIRS
2638,15,THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS
2639,1,NON
2653,3,NON|OURS|NON
2682,1,BASETHEIRS
2683,1,THEIRS
2690,21,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2702,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2709,1,OURS
2740,1,NON
2755,1,THEIRS
2772,1,BASE
2773,1,OURS
2779,4,OURS|OURS|OURS|OURS
2781,1,OURS
2783,1,OURSTHEIRS
2787,2,BASE|OURS
2797,6,OURS|THEIRS|OURSBASE|OURS|NON|OURSTHEIRS
2806,43,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2835,3,NON|NON|NON
2843,1,OURS
2845,3,NON|OURSTHEIRS|NON
2847,2,OURS|OURS
2856,20,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|THEIRS|OURSTHEIRS|THEIRS|THEIRS|OURSTHEIRS|OURSTHEIRS|NON|OURSTHEIRS|OURS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|THEIRS|OURSTHEIRS|NON
2867,1,THEIRS
2878,10,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2901,16,THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|OURS|OURS|NON|NON|OURS|OURSTHEIRS|NON|NON|NON|THEIRS
2916,48,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2917,4,THEIRS|THEIRS|OURS|OURS
2921,1,THEIRS
2927,1,OURSTHEIRS
2937,2,THEIRS|THEIRS
3013,1,NON
3028,1,OURS
3030,1,OURSTHEIRS
3033,1,THEIRS
3052,5,NON|NON|NON|NON|NON
3054,10,NON|NON|THEIRS|OURS|NON|THEIRS|OURS|NON|NON|NON
3061,3,NON|OURS|NON
3064,2,NON|OURS
3097,22,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3107,2,OURS|NON
3114,1,NON
3127,28,THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|BASE
3128,1,OURSTHEIRS
3142,5,THEIRS|NON|THEIRS|THEIRS|THEIRS
3206,1,OURS
3213,1,NON
3226,3,BASE|NON|BASE
3248,3,OURS|NON|BASE
3250,1,THEIRS
3265,1,THEIRS
3269,2,NON|NON
3279,1,NON
3282,1,OURS
3301,1,OURSTHEIRS
3309,1,NON
3334,4,OURS|OURS|NON|THEIRS
3355,1,THEIRS
3376,2,NON|THEIRS
3393,2,NON|OURS
3397,2,OURS|THEIRS
3411,1,OURS
3430,2,THEIRS|THEIRS
3441,3,THEIRS|THEIRS|OURSTHEIRS
3447,2,THEIRS|THEIRS
3449,3,OURS|NON|NON
3454,1,OURS
3460,5,THEIRS|OURS|OURS|OURS|THEIRS
3463,1,OURSTHEIRS
3464,1,OURS
3467,1,THEIRS
3479,1,OURS
3511,1,OURS
3535,1,THEIRS
3539,2,NON|OURS
3541,4,NON|NON|NON|NON
3559,2,THEIRS|THEIRS
3571,1,OURS
3577,1,THEIRS
3584,1,THEIRS
3588,1,NON
3595,6,NON|OURS|NON|NON|NON|NON
3605,3,THEIRS|OURSTHEIRS|NON
3613,1,THEIRS
3617,1,NON
3626,3,THEIRS|OURSTHEIRS|OURS
3628,4,THEIRS|THEIRS|THEIRS|THEIRS
3641,1,OURS
3655,2,OURS|OURS
3660,2,OURS|OURS
3674,1,NON
3680,5,OURS|OURS|OURS|OURS|OURS
3698,1,OURS
3727,2,NON|NON
3741,1,NON
3749,1,OURSTHEIRS
3752,2,OURSTHEIRS|THEIRS
3753,4,OURS|OURS|OURS|OURS
3770,1,THEIRS
3777,1,OURS
3780,1,NON
3781,1,NON
3782,5,THEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS
3810,1,NON
3813,6,NON|OURS|OURS|OURS|OURS|OURS
3824,1,OURS
3827,1,THEIRS
3831,10,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3839,3,THEIRS|THEIRS|NON
3843,5,OURS|OURS|OURS|OURS|OURS
3853,18,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3857,1,THEIRS
3888,1,NON
3896,11,NON|OURS|OURSTHEIRS|OURSTHEIRS|NON|OURS|NON|NON|OURS|OURS|OURS
3919,1,OURS
3924,1,OURS
3933,2,OURS|NON
3936,2,THEIRS|THEIRS
3942,1,OURS
3971,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3975,3,NON|THEIRS|THEIRS
3992,1,THEIRS
3996,2,THEIRS|THEIRS
4003,6,OURS|OURSBASE|OURSBASE|OURS|OURS|OURS
4027,1,THEIRS
4042,2,NON|OURS
4055,2,OURS|OURS
4062,2,OURS|NON
4072,1,OURS
4084,1,OURS
4099,10,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|OURS|OURS|OURS|OURS
4105,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4112,2,OURS|OURS
4113,1,THEIRS
4114,5,OURS|OURS|OURS|OURS|OURS
4115,10,NON|BASE|THEIRS|OURS|NON|OURS|OURS|OURS|OURS|OURS
4131,26,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS
4142,5,NON|OURS|OURS|OURS|OURS
4153,1,OURS
4155,5,OURSTHEIRS|OURSBASETHEIRS|THEIRS|THEIRS|THEIRS
4164,1,NON
4166,1,NON
4186,1,THEIRS
4189,8,OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS
4192,1,THEIRS
4201,2,THEIRS|THEIRS
4204,1,THEIRS
4206,1,THEIRS
4211,1,NON
4216,9,THEIRS|OURS|OURSTHEIRS|THEIRS|NON|NON|OURS|THEIRS|OURS
4218,4,OURS|OURS|OURS|OURS
4221,2,OURS|OURS
4224,1,NON
4226,1,OURS
4230,3,THEIRS|THEIRS|THEIRS
4234,1,OURS
4238,8,OURS|OURS|OURS|OURS|NON|NON|OURS|OURS
4240,23,NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS
4248,1,OURS
4252,15,NON|NON|NON|OURS|OURS|NON|NON|NON|NON|NON|NON|NON|EMPTY|OURS|NON
4255,1,OURS
4257,2,NON|THEIRS
4258,2,OURS|OURS
4276,1,OURS
4282,1,OURS
4318,1,OURS
4323,1,OURS
4325,1,BASE
4340,2,OURS|OURS
4343,1,OURS
4357,1,NON
4371,12,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4373,2,OURS|NON
4377,4,THEIRS|THEIRS|THEIRS|BASETHEIRS
4380,6,OURS|OURS|NON|THEIRS|THEIRS|NON
4392,2,OURS|NON
4402,1,OURSTHEIRS
4404,3,THEIRS|THEIRS|THEIRS
4429,2,OURS|NON
4447,1,OURS
4450,1,THEIRS
4452,2,OURS|OURS
4470,1,THEIRS
4500,2,THEIRS|THEIRS
4516,12,NON|OURSTHEIRS|OURSTHEIRS|NON|NON|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|NON
4517,1,THEIRS
4525,1,OURS
4532,1,OURS
4542,1,THEIRS
4548,1,OURS
4553,1,NON
4559,1,OURS
4560,11,NON|NON|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4561,1,NON
4562,1,THEIRS
4563,1,OURSTHEIRS
4595,2,THEIRS|THEIRS
4609,1,OURSTHEIRS
4615,2,OURS|OURS
4622,101,THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS
4640,1,OURS
4645,1,OURS
4648,1,THEIRS
4651,1,OURSTHEIRS
4653,1,NON
4660,2,OURS|OURS
4668,1,THEIRS
4674,37,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4684,2,OURS|OURS
4685,2,OURS|OURS
4686,1,OURS
4693,1,THEIRS
4719,1,THEIRS
4721,5,NON|NON|OURS|OURS|OURS
4723,5,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|NON|NON
4738,2,OURS|OURS
4754,1,OURSTHEIRS
4755,2,OURS|NON
4758,3,THEIRS|OURS|NON
4759,3,OURS|NON|BASETHEIRS
4761,2,OURS|OURS
4762,1,OURS
4764,1,THEIRS
4768,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
4774,4,NON|NON|NON|NON
4795,4,THEIRS|OURS|THEIRS|OURS
4803,1,NON
4821,1,OURS
4823,1,OURS
4824,1,OURSBASE
4831,1,THEIRS
4846,1,NON
4848,1,NON
4880,3,OURS|OURS|OURS
4883,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4887,1,OURS
4902,1,OURS
4911,3,NON|NON|THEIRS
4924,1,BASE
4926,2,OURS|OURS
4932,1,NON
4948,3,OURS|OURS|OURS
4952,1,OURSTHEIRS
4962,3,OURS|OURS|OURS
4971,1,THEIRS
5019,8,OURS|NON|NON|OURS|OURS|OURS|OURS|OURS
5034,1,NON
5035,2,OURS|OURS
5047,3,NON|NON|THEIRS
5049,3,NON|NON|NON
5050,1,OURSTHEIRS
5060,1,THEIRS
5063,2,NON|NON
5067,1,NON
5077,1,NON
5113,1,NON
5138,1,NON
5176,4,THEIRS|OURS|OURS|OURS
5180,2,THEIRS|THEIRS
5188,4,NON|NON|NON|NON
5196,2,NON|NON
5197,2,NON|NON
5198,5,NON|OURS|OURS|OURS|NON
5215,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
5225,1,OURS
5258,1,THEIRS
5302,6,NON|NON|THEIRS|THEIRS|NON|NON
5306,1,THEIRS
5314,1,NON
5321,3,OURS|THEIRS|THEIRS
5350,1,BASE
5367,1,OURSTHEIRS
5383,1,THEIRS
5415,2,THEIRS|NON
5429,1,OURS
5431,10,OURS|OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURSBASE
5439,1,NON
5444,2,OURS|NON
5448,1,THEIRS
5455,92,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
5473,2,OURS|THEIRS
5476,5,THEIRS|OURS|THEIRS|NON|NON
5486,1,NON
5492,5,NON|NON|THEIRS|BASE|BASE
5506,3,OURSTHEIRS|THEIRS|BASETHEIRS
5526,1,OURS
5527,1,OURS
5534,2,NON|NON
5541,1,OURS
5546,2,OURS|OURS
5549,1,THEIRS
5559,1,THEIRS
5590,4,OURSTHEIRS|OURSTHEIRS|OURS|THEIRS
5596,1,OURS
5603,6,NON|NON|NON|NON|NON|NON
5606,1,OURS
5607,1,NON
5650,1,THEIRS
5657,1,OURS
5660,6,OURS|OURS|OURS|OURS|OURS|OURS
5663,2,OURS|THEIRS
5664,2,OURS|NON
5666,2,BASE|OURS
5680,1,OURSTHEIRS
5708,1,OURS
5760,1,NON
5761,1,OURS
5767,2,OURS|NON
5779,1,NON
5788,3,OURSTHEIRS|OURS|NON
5796,1,NON
5800,2,OURSTHEIRS|NON
5808,1,NON
5811,1,OURS
5823,1,OURSBASE
5832,4,THEIRS|NON|NON|THEIRS
5841,1,OURS
5853,2,THEIRS|OURS
