merge_id,num_chunks,total_resolution_pattern
374,1,THEIRS
386,2,THEIRS|NON
389,1,NON
390,2,NON|NON
396,2,OURS|OURS
402,3,OURSTHEIRS|OURSTHEIRS|NON
404,1,THEIRS
412,4,THEIRS|OURSTHEIRS|THEIRS|NON
422,1,OURS
450,1,OURS
460,11,OURS|OURS|NON|BASE|OURS|NON|NON|OURS|OURS|OURS|NON
471,4,THEIRS|OURSTHEIRS|OURS|THEIRS
481,1,THEIRS
488,1,OURSBASE
491,5,THEIRS|BASETHEIRS|OURSTHEIRS|OURS|OURS
499,1,OURS
524,3,OURSTHEIRS|NON|THEIRS
533,13,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|NON|OURS|OURS|NON|NON
535,1,OURSTHEIRS
552,1,OURS
569,6,OURS|OURS|OURS|OURS|OURS|OURS
571,1,NON
585,1,NON
597,1,THEIRS
605,1,NON
614,3,NON|OURS|OURS
623,1,OURSTHEIRS
629,1,THEIRS
630,1,THEIRS
676,2,OURS|THEIRS
681,11,NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
685,2,NON|OURS
693,3,THEIRS|THEIRS|THEIRS
694,8,OURS|OURS|OURS|OURS|OURS|BASE|OURS|OURS
700,1,OURSTHEIRS
713,1,OURS
742,21,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
752,1,OURSBASE
766,20,THEIRS|NON|BASE|THEIRS|OURS|OURS|OURS|NON|NON|THEIRS|NON|NON|NON|OURS|OURS|OURS|THEIRS|BASE|THEIRS|THEIRS
772,2,THEIRS|OURS
782,13,NON|NON|NON|NON|NON|THEIRS|NON|THEIRS|THEIRS|NON|THEIRS|NON|THEIRS
783,6,NON|OURS|NON|NON|NON|THEIRS
793,1,NON
801,1,NON
805,1,NON
823,1,OURS
830,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
832,2,OURS|OURS
839,3,OURS|THEIRS|THEIRS
844,1,OURS
847,37,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
857,1,OURS
867,1,OURS
897,1,OURSTHEIRS
899,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
909,2,THEIRS|OURS
922,1,THEIRS
934,20,OURS|OURS|NON|THEIRS|THEIRS|NON|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|BASE|OURS|OURS
938,3,NON|NON|NON
949,1,NON
953,1,NON
954,1,NON
958,3,THEIRS|THEIRS|THEIRS
960,1,NON
972,2,OURS|THEIRS
973,2,OURS|OURS
980,1,OURS
1006,4,OURS|OURS|OURS|THEIRS
1008,1,NON
1009,3,NON|NON|OURS
1014,1,NON
1040,1,OURS
1049,1,THEIRS
1062,1,OURS
1068,1,NON
1079,1,OURSTHEIRS
1080,4,NON|NON|NON|NON
1119,5,NON|THEIRS|THEIRS|NON|THEIRS
1120,2,NON|OURS
1124,1,NON
1137,2,THEIRS|THEIRS
1142,7,NON|OURS|NON|OURS|THEIRS|THEIRS|NON
1147,6,THEIRS|THEIRS|NON|THEIRS|BASE|NON
1150,1,THEIRS
1153,6,OURS|NON|NON|OURSTHEIRS|OURS|NON
1155,5,OURS|OURS|OURS|OURS|OURS
1162,1,THEIRS
1175,4,THEIRS|OURS|OURS|OURS
1177,1,THEIRS
1185,4,BASE|OURS|NON|OURS
1213,1,THEIRS
1218,1,OURSTHEIRS
1235,1,THEIRS
1263,1,THEIRS
1266,4,OURS|OURS|OURS|OURS
1271,1,OURS
1272,1,THEIRS
1275,9,THEIRS|THEIRS|NON|THEIRS|NON|THEIRS|NON|THEIRS|THEIRS
1283,3,OURS|OURS|OURS
1286,11,THEIRS|BASE|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1290,3,OURS|OURS|OURS
1293,1,THEIRS
1300,1,BASETHEIRS
1316,3,OURS|OURSTHEIRS|OURS
1355,2,OURS|NON
1357,3,OURS|OURSTHEIRS|OURS
1380,1,OURS
1386,1,OURSTHEIRS
1392,2,OURS|OURS
1397,1,THEIRS
1402,2,OURS|OURS
1415,1,NON
1418,1,OURS
1426,2,THEIRS|THEIRS
1472,2,OURS|NON
1491,7,OURS|OURS|OURS|OURS|NON|BASETHEIRS|OURS
1501,1,OURSTHEIRS
1510,2,BASE|BASETHEIRS
1514,6,THEIRS|THEIRS|OURSTHEIRS|THEIRS|THEIRS|OURS
1517,1,OURS
1520,1,NON
1527,2,OURSTHEIRS|OURSTHEIRS
1528,1,NON
1538,1,THEIRS
1552,1,OURS
1562,1,THEIRS
1570,1,NON
1577,2,OURS|OURS
1588,7,NON|OURS|THEIRS|OURS|BASE|OURS|NON
1591,1,NON
1605,3,THEIRS|THEIRS|THEIRS
1609,6,OURS|OURS|OURS|NON|OURS|NON
1614,1,NON
1627,2,NON|THEIRS
1636,2,OURS|OURS
1668,1,OURS
1671,1,THEIRS
1672,4,NON|THEIRS|THEIRS|THEIRS
1691,25,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1710,1,OURS
1797,1,OURS
1800,2,OURS|BASE
1834,1,OURS
1844,2,OURS|OURS
1846,1,NON
1853,1,THEIRS
1860,1,OURS
1870,2,OURS|BASE
1871,2,OURS|THEIRS
1881,1,THEIRS
1882,1,BASE
1892,1,OURSTHEIRS
1893,1,OURS
1912,2,THEIRS|THEIRS
1939,2,OURS|OURS
1946,1,THEIRS
1965,1,OURS
1969,9,OURSBASE|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS
1979,1,OURS
1980,1,OURS
1996,20,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|OURS|THEIRS|THEIRS|NON|THEIRS|THEIRS|OURS|OURS|THEIRS|OURS
2000,5,OURS|OURS|OURS|OURS|OURS
2004,1,NON
2008,18,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS|NON
2010,1,THEIRS
2037,1,OURS
2044,39,NON|OURS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS
2047,3,OURS|OURS|OURS
2063,1,OURSTHEIRS
2085,2,OURSTHEIRS|NON
2094,2,OURSTHEIRS|OURS
2103,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2114,4,OURS|NON|THEIRS|NON
2117,1,THEIRS
2125,1,OURS
2129,4,THEIRS|THEIRS|THEIRS|OURS
2134,5,THEIRS|THEIRS|THEIRS|THEIRS|NON
2138,2,THEIRS|OURSTHEIRS
2144,4,OURS|OURSTHEIRS|THEIRS|NON
2146,2,NON|OURSTHEIRS
2153,1,NON
2156,6,OURS|OURS|OURS|THEIRS|NON|NON
2167,1,NON
2169,1,NON
2188,2,OURS|OURS
2190,1,OURSTHEIRS
2201,1,THEIRS
2212,1,BASE
2239,8,OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|OURS
2242,2,OURS|OURS
2247,1,OURS
2257,7,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2258,5,THEIRS|NON|OURS|OURS|NON
2268,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2270,1,NON
2279,1,OURS
2325,3,OURS|OURS|OURS
2327,2,THEIRS|THEIRS
2328,114,THEIRS|THEIRS|OURSTHEIRS|EMPTY|NON|NON|NON|NON|NON|NON|THEIRS|NON|OURS|EMPTY|NON|NON|OURSTHEIRS|EMPTY|OURSTHEIRS|EMPTY|THEIRS|NON|NON|OURSTHEIRS|NON|OURSTHEIRS|EMPTY|NON|NON|NON|OURSTHEIRS|NON|NON|NON|NON|OURSTHEIRS|EMPTY|NON|NON|NON|OURS|OURS|OURS|OURS|OURSTHEIRS|NON|EMPTY|NON|OURSTHEIRS|EMPTY|OURSTHEIRS|EMPTY|NON|NON|OURSTHEIRS|NON|NON|OURSTHEIRS|EMPTY|NON|OURS|NON|OURS|EMPTY|NON|NON|NON|NON|NON|NON|NON|OURS|EMPTY|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|OURSTHEIRS|EMPTY|OURSTHEIRS|EMPTY|NON|NON|NON|NON|OURSTHEIRS|NON|NON|NON|NON|NON|OURSTHEIRS|EMPTY|NON|NON|NON|NON|NON
2331,1,OURS
2345,3,OURS|THEIRS|THEIRS
2355,3,OURS|OURS|OURS
2369,1,OURS
2375,7,OURS|BASE|OURSTHEIRS|OURSTHEIRS|NON|NON|OURSTHEIRS
2385,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2391,11,OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|OURS|BASETHEIRS|OURS
2397,3,THEIRS|THEIRS|THEIRS
2407,1,OURS
2438,1,NON
2439,1,NON
2440,2,OURS|THEIRS
2452,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2459,3,THEIRS|THEIRS|OURS
2461,1,THEIRS
2469,4,OURS|NON|NON|NON
2476,1,OURSTHEIRS
2499,2,OURSTHEIRS|OURSTHEIRS
2504,1,NON
2512,2,OURS|THEIRS
2526,1,OURS
2546,2,NON|NON
2583,3,THEIRS|THEIRS|THEIRS
2620,3,OURS|OURS|OURS
2632,2,THEIRS|NON
2645,6,THEIRS|NON|NON|NON|NON|THEIRS
2669,1,OURSTHEIRS
2675,1,OURS
2723,2,OURS|OURS
2734,1,OURS
2749,2,OURS|OURSTHEIRS
2756,1,THEIRS
2766,2,OURS|OURS
2778,1,THEIRS
2794,12,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2799,5,OURS|OURS|OURS|OURS|OURS
2804,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2821,11,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2827,2,OURS|OURS
2831,1,NON
2854,1,NON
2864,1,OURSTHEIRS
2880,3,THEIRS|THEIRS|THEIRS
2881,4,OURS|OURS|OURS|OURS
2886,1,THEIRS
2887,4,THEIRS|OURS|OURS|NON
2895,1,THEIRS
2902,1,OURS
2931,3,NON|NON|NON
2951,1,NON
2959,434,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS
2966,11,THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2973,2,OURS|NON
2982,2,OURS|OURS
2983,35,THEIRS|NON|OURS|THEIRS|NON|OURS|OURS|OURS|OURS|OURS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON
2991,3,NON|NON|NON
3010,2,OURS|OURS
3019,3,THEIRS|THEIRS|THEIRS
3031,4,OURS|OURS|THEIRS|NON
3034,1,THEIRS
3046,1,NON
3051,1,THEIRS
3053,4,OURS|OURS|OURS|THEIRS
3056,1,OURSTHEIRS
3058,1,OURSTHEIRS
3075,1,NON
3076,2,OURS|NON
3079,1,NON
3088,1,THEIRS
3091,1,THEIRS
3096,1,NON
3100,3,OURS|OURS|OURS
3101,1,NON
3102,3,OURS|OURS|OURS
3137,12,THEIRS|OURS|NON|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|THEIRS|BASE
3140,9,OURS|OURS|NON|NON|OURS|OURS|OURS|OURS|NON
3144,2,THEIRS|BASETHEIRS
3145,1,OURS
3148,2,THEIRS|NON
3153,2,OURS|OURS
3154,1,NON
3163,1,THEIRS
3166,1,OURS
3168,15,OURS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|THEIRS|OURS|OURS|OURS
3169,1,OURS
3171,2,OURS|OURS
3172,1,OURS
3173,2,NON|OURS
3176,1,THEIRS
3177,12,THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS
3182,1,THEIRS
3187,1,THEIRS
3191,2,THEIRS|THEIRS
3197,1,NON
3220,1,OURS
3224,3,NON|OURS|OURSTHEIRS
3229,1,OURS
3243,13,NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
3249,3,OURS|THEIRS|THEIRS
3260,1,NON
3267,1,OURSTHEIRS
3295,1,OURS
3298,1,OURS
3312,1,OURS
3319,1,OURS
3321,1,OURS
3331,1,THEIRS
3335,1,THEIRS
3336,1,OURS
3337,4,OURS|OURS|NON|OURS
3342,1,NON
3353,1,NON
3365,1,THEIRS
3373,1,OURSTHEIRS
3383,2,OURSTHEIRS|OURSTHEIRS
3385,1,OURS
3389,2,THEIRS|THEIRS
3404,1,OURS
3408,2,OURS|OURS
3410,1,OURS
3415,1,OURS
3421,1,NON
3426,1,NON
3432,1,OURS
3443,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3448,3,OURS|OURS|OURS
3462,2,OURS|OURS
3466,1,OURS
3496,1,BASE
3509,1,THEIRS
3516,20,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|BASE|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS
3520,3,NON|THEIRS|THEIRS
3529,2,OURS|OURS
3536,1,OURS
3544,1,NON
3546,28,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3569,1,NON
3583,3,THEIRS|THEIRS|NON
3586,3,BASE|OURS|OURS
3591,1,OURSTHEIRS
3609,1,OURS
3627,2,NON|NON
3639,44,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3649,1,OURS
3658,1,OURS
3678,4,OURS|OURS|OURS|OURS
3685,1,OURS
3696,10,OURS|NON|NON|THEIRS|THEIRS|NON|THEIRS|NON|NON|NON
3719,3,THEIRS|THEIRS|THEIRS
3742,1,OURS
3755,1,OURS
3768,1,OURS
3774,1,OURS
3784,1,OURS
3803,1,OURSTHEIRS
3807,2,NON|THEIRS
3808,1,THEIRS
3823,12,OURS|NON|OURSTHEIRS|NON|NON|OURS|OURS|NON|BASE|OURSTHEIRS|OURS|OURS
3826,2,OURS|OURS
3837,1,NON
3842,2,OURS|OURS
3862,1,NON
3866,6,NON|OURS|OURS|OURS|OURS|NON
3876,2,OURS|NON
3879,2,OURS|OURS
3884,40,NON|NON|NON|OURS|NON|OURSTHEIRS|NON|NON|OURS|OURSTHEIRS|NON|NON|OURS|OURS|NON|NON|OURS|OURS|OURS|NON|THEIRS|NON|OURS|OURS|OURSTHEIRS|OURS|OURS|OURS|OURS|OURS|NON|NON|OURS|NON|OURS|THEIRS|THEIRS|OURS|OURS|OURS
3886,2,NON|OURS
3907,1,OURSTHEIRS
3951,2,OURS|OURS
3963,1,NON
3964,3,NON|THEIRS|OURSTHEIRS
3976,1,OURS
3980,2,OURSTHEIRS|NON
3984,9,OURS|BASE|OURS|THEIRS|THEIRS|OURS|OURS|OURS|THEIRS
3990,1,OURS
3991,1,THEIRS
3993,4,NON|OURS|NON|NON
4004,21,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4012,1,OURS
4014,1,OURS
4024,1,THEIRS
4028,2,OURS|OURS
4031,1,OURS
4057,1,OURS
4064,2,OURSTHEIRS|THEIRS
4071,1,OURS
4088,27,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS
4091,13,NON|NON|NON|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4093,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4100,3,NON|OURS|NON
4101,1,OURSTHEIRS
4103,2,OURS|OURS
4107,18,NON|OURS|OURS|NON|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4111,21,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS
4130,2,OURS|OURS
4132,2,OURSTHEIRS|THEIRS
4139,29,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4172,1,BASE
4202,3,THEIRS|THEIRS|THEIRS
4207,2,OURS|BASE
4219,1,OURS
4227,4,NON|OURSTHEIRS|OURS|OURS
4237,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
4268,1,OURSBASE
4300,1,OURS
4305,5,NON|NON|NON|NON|NON
4312,43,NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
4326,13,OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|OURS
4344,1,OURS
4350,1,OURS
4360,1,THEIRS
4412,5,OURS|OURS|OURS|OURS|OURS
4428,1,OURS
4454,1,THEIRS
4456,1,THEIRS
4457,1,NON
4468,2,OURS|THEIRS
4476,9,OURS|OURS|OURS|OURS|OURSTHEIRS|OURS|OURS|OURS|OURS
4477,4,NON|NON|OURS|NON
4499,3,NON|NON|NON
4505,3,NON|THEIRS|NON
4522,1,NON
4523,1,OURS
4527,2,OURS|NON
4547,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4557,1,THEIRS
4558,1,OURSTHEIRS
4567,1,OURS
4568,20,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4592,1,OURSTHEIRS
4593,10,OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|NON|NON|THEIRS|THEIRS
4602,1,NON
4613,1,THEIRS
4623,2,OURSTHEIRS|OURSTHEIRS
4633,1,THEIRS
4639,2,NON|OURS
4682,3,THEIRS|THEIRS|THEIRS
4706,2,OURS|NON
4720,3,OURS|OURS|OURS
4740,4,BASE|OURS|OURS|NON
4748,1,THEIRS
4752,1,THEIRS
4756,130,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4769,4,OURS|THEIRS|THEIRS|OURS
4784,1,OURS
4785,1,THEIRS
4793,3,OURSBASE|OURS|NON
4807,1,THEIRS
4822,1,OURSTHEIRS
4833,2,OURS|NON
4845,2,OURS|OURSTHEIRS
4855,1,OURS
4867,3,NON|NON|OURS
4868,2,NON|OURSTHEIRS
4871,1,BASE
4873,1,THEIRS
4874,1,OURS
4884,1,OURS
