merge_id,num_chunks,total_resolution_pattern
1225,56,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS
1231,2,OURS|OURS
1243,2,OURS|OURS
1248,1,OURS
1260,2,THEIRS|THEIRS
1269,1,OURS
1273,8,OURSTHEIRS|NON|OURS|THEIRS|THEIRS|THEIRS|NON|NON
1278,1,NON
1294,3,OURS|THEIRS|THEIRS
1301,3,OURS|OURS|NON
1306,2,THEIRS|THEIRS
1319,1,THEIRS
1320,11,NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1331,1,THEIRS
1342,1,OURS
1350,1,OURSTHEIRS
1351,3,OURSTHEIRS|OURSTHEIRS|NON
1365,1,NON
1378,1,NON
1405,6,OURS|THEIRS|THEIRS|NON|NON|OURS
1414,2,OURS|OURS
1421,1,OURS
1428,1,OURS
1462,7,OURS|OURS|OURS|OURS|OURS|OURS|NON
1471,1,THEIRS
1473,1,NON
1521,3,NON|OURS|OURS
1523,1,THEIRS
1524,4,NON|THEIRS|THEIRS|THEIRS
1532,3,OURS|NON|NON
1555,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1563,5,THEIRS|OURS|THEIRS|THEIRS|THEIRS
1581,3,THEIRS|THEIRS|THEIRS
1600,4,OURS|THEIRS|OURS|OURS
1620,9,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSBASE|OURS
1625,1,BASE
1637,2,THEIRS|OURSTHEIRS
1644,1,THEIRS
1650,1,OURS
1673,1,NON
1675,1,NON
1680,2,THEIRS|NON
1689,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1693,1,NON
1698,1,OURS
1705,1,OURSTHEIRS
1708,2,NON|NON
1717,1,THEIRS
1735,3,THEIRS|THEIRS|OURS
1758,1,OURS
1761,11,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1775,1,OURS
1787,10,OURS|OURS|OURS|OURS|NON|NON|OURS|OURS|OURS|OURS
1790,178,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|OURS|NON|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|THEIRS|OURS|THEIRS|OURS|OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|THEIRS|NON|NON|NON|NON|OURS|NON|OURS|NON|THEIRS|BASETHEIRS|OURS|OURS|OURSTHEIRS|THEIRS|NON|THEIRS|THEIRS|NON|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|NON|OURS|OURS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|NON
1791,5,NON|NON|BASE|THEIRS|THEIRS
1792,1,THEIRS
1796,1,THEIRS
1802,5,NON|NON|BASE|THEIRS|THEIRS
1805,44,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1811,1,OURSBASE
1825,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1830,2,THEIRS|OURS
1833,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
1835,1,OURS
1839,6,THEIRS|NON|NON|THEIRS|THEIRS|THEIRS
1854,1,OURS
1859,1,OURS
1862,1,OURS
1887,5,OURS|OURS|THEIRS|NON|THEIRS
1907,1,OURSTHEIRS
1910,1,BASE
1922,1,THEIRS
1926,1,NON
1927,1,THEIRS
1937,1,NON
1938,1,OURS
1941,18,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1952,1,NON
1955,1,OURS
1967,1,NON
1973,1,NON
1974,20,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1983,3,OURS|OURSTHEIRS|THEIRS
1990,8,NON|NON|NON|NON|NON|OURS|OURS|OURS
2022,3,THEIRS|THEIRS|OURS
2026,7,BASE|BASE|BASE|BASE|NON|BASE|NON
2051,112,THEIRS|NON|THEIRS|THEIRS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|THEIRS|OURS|NON|OURS|OURS|OURS|NON|THEIRS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|NON|OURS|NON|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|THEIRS|OURS|THEIRS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON
2059,2,THEIRS|THEIRS
2068,1,THEIRS
2088,1,OURSTHEIRS
2095,2,OURS|NON
2101,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2108,5,THEIRS|THEIRS|OURS|BASE|THEIRS
2109,1,NON
2119,1,THEIRS
2121,1,OURS
2122,1,NON
2135,1,OURS
2149,1,OURS
2177,3,THEIRS|THEIRS|THEIRS
2179,4,BASE|OURS|OURS|OURS
2182,3,OURS|OURS|OURS
2205,1,THEIRS
2206,1,OURS
2207,1,NON
2216,227,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2234,5,THEIRS|THEIRS|BASE|BASE|BASE
2235,116,NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON
2236,3,NON|THEIRS|THEIRS
2243,6,OURS|THEIRS|THEIRS|OURS|THEIRS|THEIRS
2249,9,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2275,2,NON|NON
2276,2,OURS|BASE
2277,2,THEIRS|NON
2282,3,OURS|OURS|NON
2288,4,THEIRS|THEIRS|THEIRS|THEIRS
2293,1,NON
2338,2,THEIRS|NON
2341,1,THEIRS
2343,2,OURSTHEIRS|OURS
2351,1,THEIRS
2361,23,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|OURS|THEIRS|THEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS
2396,6,THEIRS|THEIRS|NON|NON|THEIRS|NON
2413,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2425,2,THEIRS|NON
2429,1,THEIRS
2436,5,OURS|OURS|OURS|OURS|OURS
2474,1,NON
2483,2,BASE|THEIRS
2494,2,OURS|OURS
2507,2,OURSTHEIRS|NON
2510,2,NON|NON
2515,7,OURS|NON|OURS|THEIRS|OURS|THEIRS|NON
2517,1,THEIRS
2524,1,NON
2527,5,THEIRS|NON|NON|OURS|BASE
2528,1,OURSTHEIRS
2540,2,OURSTHEIRS|OURS
2553,6,THEIRS|THEIRS|NON|NON|NON|NON
2555,3,OURS|OURS|OURS
2594,1,NON
2603,1,THEIRS
2614,1,NON
2622,1,OURS
2633,1,NON
2646,1,OURS
2660,1,THEIRS
2667,2,NON|NON
2692,20,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2693,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2697,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2724,2,NON|NON
2729,21,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2768,1,THEIRS
2786,1,OURSTHEIRS
2788,1,NON
2789,2,OURS|THEIRS
2817,1,NON
2826,3,OURSTHEIRS|NON|OURS
2828,2,NON|NON
2838,3,THEIRS|THEIRS|THEIRS
2840,66,OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|BASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|THEIRS|BASE|NON
2851,1,THEIRS
2891,1,OURSTHEIRS
2894,4,OURS|OURS|OURS|THEIRS
2929,2,OURS|OURSTHEIRS
2935,1,OURSTHEIRS
2957,1,OURS
2967,1,OURS
2976,1,OURS
2985,4,NON|THEIRS|THEIRS|THEIRS
3000,1,THEIRS
3002,1,NON
3011,4,OURS|OURS|OURS|OURS
3014,1,OURS
3015,2,THEIRS|THEIRS
3016,1,BASE
3026,1,THEIRS
3027,4,OURS|OURS|OURS|OURS
3042,1,OURS
3043,1,OURS
3057,6,THEIRS|OURS|OURS|NON|THEIRS|THEIRS
3059,1,NON
3062,57,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3082,1,NON
3083,1,OURS
3098,1,OURS
3109,1,OURS
3112,2,THEIRS|THEIRS
3117,2,OURS|OURS
3131,1,OURSTHEIRS
3133,3,OURSTHEIRS|NON|NON
3138,7,OURS|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS
3159,1,THEIRS
3164,1,NON
3170,9,OURS|NON|OURS|OURS|OURS|OURS|NON|NON|OURS
3193,2,OURSTHEIRS|THEIRS
3198,1,THEIRS
3199,5,OURSTHEIRS|THEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
3200,1,OURS
3202,1,NON
3205,2,NON|THEIRS
3215,2,OURS|OURS
3244,3,NON|BASE|BASE
3245,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3262,3,THEIRS|THEIRS|OURS
3281,1,THEIRS
3291,1,OURS
3293,1,OURS
3303,1,OURSTHEIRS
3322,2,NON|THEIRS
3323,1,THEIRS
3324,2,OURS|OURS
3329,4,OURS|NON|OURS|OURS
3345,1,OURSTHEIRS
3346,1,THEIRS
3352,2,NON|NON
3362,3,OURS|OURS|OURS
3366,1,THEIRS
3374,1,THEIRS
3390,3,OURSTHEIRS|NON|OURSTHEIRS
3412,1,OURSTHEIRS
3413,1,OURS
3419,2,THEIRS|THEIRS
3431,2,OURS|OURS
3456,2,OURS|OURS
3468,1,OURS
3480,2,OURS|OURS
3482,1,BASE
3490,1,THEIRS
3491,1,OURS
3494,1,NON
3497,1,NON
3498,2,THEIRS|THEIRS
3507,1,OURS
3513,1,THEIRS
3518,4,OURS|OURS|OURS|OURS
3523,1,OURSTHEIRS
3532,36,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS
3547,3,NON|NON|OURS
3548,1,OURS
3554,2,OURS|OURS
3556,3,THEIRS|THEIRS|THEIRS
3561,1,OURS
3573,1,OURS
3576,1,THEIRS
3580,2,NON|THEIRS
3585,2,THEIRS|NON
3607,6,NON|OURSTHEIRS|THEIRS|OURSTHEIRS|OURSTHEIRS|OURS
3608,1,THEIRS
3612,4,NON|THEIRS|OURS|OURS
3614,1,THEIRS
3623,3,OURS|NON|OURS
3644,1,NON
3650,6,NON|OURSTHEIRS|NON|THEIRS|OURS|NON
3653,64,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3681,1,NON
3694,12,OURS|OURS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
3706,32,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|NON|NON|OURS|OURS|NON|OURS|NON|OURS|OURS|OURS
3721,1,NON
3723,1,THEIRS
3728,2,THEIRS|THEIRS
3732,1,OURS
3743,2,THEIRS|THEIRS
3754,1,OURSBASE
3758,9,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS
3766,1,THEIRS
3773,1,OURS
3804,2,OURSTHEIRS|OURSTHEIRS
3815,1,BASE
3819,117,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3844,4,OURS|OURS|OURS|OURS
3849,2,THEIRS|OURS
3855,2,OURS|OURS
3869,1,THEIRS
3885,6,OURS|OURS|OURS|OURS|OURS|OURS
3902,1,OURS
3910,4,BASE|THEIRS|THEIRS|THEIRS
3918,5,NON|OURSTHEIRS|NON|NON|NON
3932,1,NON
3938,3,THEIRS|THEIRS|THEIRS
3958,1,NON
3977,1,OURS
3978,1,THEIRS
3999,1,THEIRS
4020,1,OURS
4032,1,OURS
4045,3,OURS|OURS|NON
4050,1,OURS
4052,4,OURS|OURS|NON|OURS
4075,1,OURS
4083,4,OURS|NON|OURS|NON
4108,2,OURS|THEIRS
4116,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4119,23,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4137,1,THEIRS
4147,1,OURSTHEIRS
4151,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
4152,1,NON
4161,2,THEIRS|OURS
4168,1,THEIRS
4174,1,THEIRS
4185,1,THEIRS
4205,1,OURS
4210,16,THEIRS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS|NON|NON|OURS
4245,1,OURS
4292,1,BASETHEIRS
4304,1,OURS
4308,7,OURS|OURS|THEIRS|OURS|OURS|OURS|NON
4316,2,NON|NON
4321,1,THEIRS
4336,2,BASE|THEIRS
4339,1,OURSTHEIRS
4341,1,THEIRS
4345,8,NON|NON|NON|NON|THEIRS|BASETHEIRS|NON|NON
4351,1,NON
4378,3,NON|THEIRS|THEIRS
4382,1,NON
4391,2,THEIRS|THEIRS
4399,1,THEIRS
4462,2,OURS|OURS
4464,2,OURS|OURS
4472,1,NON
4473,3,THEIRS|NON|NON
4492,2,OURS|NON
4493,1,THEIRS
4494,1,THEIRS
4501,2,THEIRS|THEIRS
