merge_id,num_chunks,total_resolution_pattern
1104,1,OURS
1111,1,OURS
1126,2,THEIRS|THEIRS
1128,1,OURS
1146,1,NON
1149,1,OURS
1158,50,THEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|OURS
1161,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1163,1,OURSTHEIRS
1168,4,THEIRS|THEIRS|THEIRS|OURS
1169,1,THEIRS
1190,1,OURS
1198,7,OURSTHEIRS|OURS|NON|OURS|OURS|OURS|NON
1201,4,OURS|NON|OURS|OURS
1217,2,NON|NON
1223,1,NON
1228,1,OURS
1230,2,NON|OURS
1232,3,OURS|OURS|OURS
1233,1,OURS
1254,1,OURS
1265,1,OURS
1287,2,OURS|THEIRS
1289,5,OURS|OURS|THEIRS|THEIRS|THEIRS
1317,3,THEIRS|THEIRS|THEIRS
1325,1,OURS
1328,5,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1340,2,OURS|OURS
1341,1,NON
1344,4,THEIRS|THEIRS|BASE|THEIRS
1345,5,OURS|NON|OURS|THEIRS|OURS
1366,3,OURS|OURS|OURS
1379,1,THEIRS
1390,2,THEIRS|OURSTHEIRS
1395,4,NON|THEIRS|THEIRS|THEIRS
1400,1,OURS
1406,3,NON|NON|THEIRS
1416,3,OURS|OURS|BASE
1435,2,THEIRS|OURSTHEIRS
1439,5,THEIRS|NON|THEIRS|NON|THEIRS
1454,1,NON
1459,2,OURS|NON
1479,1,OURS
1482,1,THEIRS
1488,1,OURSTHEIRS
1500,1,OURS
1505,1,OURSTHEIRS
1509,1,THEIRS
1519,1,OURSTHEIRS
1530,1,OURSTHEIRS
1531,1,OURSTHEIRS
1535,1,OURSTHEIRS
1539,2,NON|NON
1549,22,OURS|NON|NON|NON|NON|NON|THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1551,4,OURS|OURS|OURS|OURS
1572,2,THEIRS|THEIRS
1575,1,OURS
1589,1,THEIRS
1594,1,OURS
1613,8,NON|OURS|OURS|OURS|OURS|OURS|OURSTHEIRS|THEIRS
1616,3,OURS|OURS|OURS
1617,3,THEIRS|THEIRS|THEIRS
1619,1,BASETHEIRS
1621,4,THEIRS|NON|OURS|OURS
1626,1,THEIRS
1641,1,NON
1643,1,OURS
1653,2,OURS|OURS
1661,1,OURSTHEIRS
1666,1,OURS
1683,3,THEIRS|NON|NON
1687,6,BASETHEIRS|OURS|THEIRS|BASETHEIRS|THEIRS|BASE
1709,2,OURS|OURS
1721,5,THEIRS|OURS|OURS|THEIRS|THEIRS
1736,1,OURS
1737,2,THEIRS|NON
1745,2,OURS|OURS
1748,2,THEIRS|THEIRS
1753,1,OURS
1771,21,THEIRS|NON|BASE|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|BASETHEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS
1780,1,NON
1782,1,NON
1786,69,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|OURS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1799,4,THEIRS|THEIRS|THEIRS|THEIRS
1840,6,THEIRS|NON|NON|THEIRS|THEIRS|THEIRS
1841,1,OURSTHEIRS
1851,4,OURS|OURS|OURS|OURS
1856,9,OURSTHEIRS|NON|NON|NON|NON|NON|OURS|NON|THEIRS
1879,1,THEIRS
1888,1,NON
1894,2,OURS|OURSTHEIRS
1895,1,OURS
1896,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
1906,1,OURSTHEIRS
1909,1,NON
1913,1,THEIRS
1950,1,OURSTHEIRS
1982,2,OURS|OURS
2015,3,THEIRS|THEIRS|THEIRS
2021,2,OURS|NON
2036,1,NON
2049,1,THEIRS
2052,2,OURS|OURS
2058,2,NON|THEIRS
2070,3,OURS|OURS|OURS
2071,1,OURS
2078,1,THEIRS
2091,1,BASE
2097,4,NON|NON|NON|NON
2098,1,NON
2115,33,OURS|OURS|NON|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|NON|NON|THEIRS
2133,1,OURS
2139,2,THEIRS|OURSTHEIRS
2142,2,OURS|OURS
2163,1,THEIRS
2165,1,NON
2175,1,OURS
2180,1,OURS
2218,38,OURS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS
2253,73,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|BASE|OURS|OURS|OURS|OURS|OURS|OURS
2301,1,BASE
2303,4,OURS|OURS|THEIRS|THEIRS
2320,4,NON|THEIRS|THEIRS|THEIRS
2330,99,THEIRS|NON|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|NON|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2340,8,NON|BASETHEIRS|THEIRS|THEIRS|NON|OURS|OURS|OURS
2360,2,NON|OURSTHEIRS
2362,1,THEIRS
2417,3,OURS|OURS|OURS
2424,1,OURS
2432,1,THEIRS
2433,1,OURS
2444,3,OURS|OURS|OURS
2451,1,OURSTHEIRS
2453,1,THEIRS
2464,12,OURS|OURSTHEIRS|OURS|OURS|NON|OURS|OURS|NON|OURS|OURS|OURS|OURS
2472,19,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURS|OURS|BASE|NON|NON|THEIRS|BASETHEIRS|NON|NON|OURSTHEIRS|OURSTHEIRS|OURSBASE|NON|NON|THEIRS|OURSTHEIRS
2495,25,OURS|OURS|OURS|OURS|THEIRS|NON|OURSTHEIRS|NON|NON|NON|THEIRS|OURSTHEIRS|OURS|NON|THEIRS|NON|NON|OURS|OURS|NON|OURS|OURSTHEIRS|OURS|NON|OURS
2516,1,OURS
2520,2,NON|THEIRS
2536,2,OURS|OURS
2537,1,THEIRS
2539,2,THEIRS|THEIRS
2541,1,THEIRS
2543,1,NON
2549,1,NON
2556,1,NON
2563,2,OURS|THEIRS
2588,1,THEIRS
2589,1,NON
2595,1,OURS
2596,1,OURS
2607,7,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2616,1,NON
2618,1,NON
2623,1,OURS
2625,3,NON|THEIRS|NON
2640,1,OURSTHEIRS
2661,68,THEIRS|THEIRS|THEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2663,3,THEIRS|THEIRS|THEIRS
2678,4,THEIRS|THEIRS|THEIRS|THEIRS
2681,1,THEIRS
2691,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2712,1,THEIRS
2714,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2728,1,OURSTHEIRS
2730,3,THEIRS|OURS|NON
2736,1,OURS
2738,3,BASE|OURS|OURS
2739,1,OURS
2753,1,THEIRS
2758,2,NON|OURS
2761,1,THEIRS
2762,508,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2771,1,OURS
2776,2,NON|OURS
2777,4,OURS|OURS|OURS|OURS
2785,1,OURS
2793,4,OURS|OURS|OURS|NON
2805,10,OURS|OURSTHEIRS|NON|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS
2807,1,OURSTHEIRS
2823,2,THEIRS|THEIRS
2825,2,OURS|OURS
2832,10,NON|THEIRS|NON|THEIRS|NON|NON|NON|OURS|OURS|THEIRS
2836,1,OURSTHEIRS
2841,1,OURS
2848,1,OURS
2849,2,OURS|OURSTHEIRS
2850,1,OURS
2860,1,NON
2865,4,OURSTHEIRS|OURSTHEIRS|THEIRS|THEIRS
2869,3,THEIRS|THEIRS|OURS
2872,6,OURS|OURSBASE|OURS|OURS|OURS|OURS
2879,1,NON
2882,8,OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS
2897,1,OURS
2898,11,OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|THEIRS|OURS
2909,1,NON
2911,3,THEIRS|THEIRS|THEIRS
2919,2,OURS|OURS
2922,1,THEIRS
2925,1,NON
2964,2,OURS|NON
2970,1,THEIRS
2993,3,NON|NON|NON
2997,2,OURS|NON
2999,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3009,3,NON|NON|NON
3035,1,NON
3041,1,OURS
3073,3,OURS|OURS|OURS
3085,2,NON|OURS
3093,3,THEIRS|THEIRS|THEIRS
3124,8,THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3146,6,NON|THEIRS|THEIRS|NON|NON|OURS
3157,26,NON|THEIRS|NON|NON|THEIRS|NON|NON|NON|THEIRS|THEIRS|THEIRS|OURS|OURSTHEIRS|THEIRS|OURSTHEIRS|OURS|OURS|NON|OURSTHEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|OURSTHEIRS|OURS|THEIRS
3175,1,OURS
3185,1,THEIRS
3194,1,NON
3209,19,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3218,3,BASE|THEIRS|THEIRS
3228,3,THEIRS|NON|NON
3232,4,OURSTHEIRS|OURS|OURS|OURS
3233,5,NON|THEIRS|THEIRS|THEIRS|NON
3234,2,OURS|THEIRS
3237,1,THEIRS
3242,1,OURS
3256,1,THEIRS
3268,1,NON
3274,2,NON|OURS
3278,2,NON|THEIRS
3294,1,OURSTHEIRS
3299,3,OURS|OURS|OURS
3305,2,NON|THEIRS
3313,1,OURS
3327,1,NON
3348,1,NON
3363,1,OURS
3378,1,THEIRS
3409,1,OURS
3414,1,OURS
3427,2,THEIRS|OURSTHEIRS
3445,1,THEIRS
3452,43,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3465,1,OURS
3473,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3485,45,OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3530,2,NON|THEIRS
3537,2,NON|OURS
3538,2,NON|OURS
3549,1,THEIRS
3557,1,THEIRS
3566,1,NON
3589,1,THEIRS
3590,4,THEIRS|THEIRS|THEIRS|THEIRS
3615,1,NON
3625,1,OURS
3636,1,THEIRS
3638,1,THEIRS
3640,44,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3646,1,OURS
3657,1,BASE
3659,5,OURS|OURS|OURS|OURS|OURS
3675,1,OURS
3684,1,OURS
3688,1,NON
3701,4,OURS|NON|NON|OURS
3704,2,OURS|OURS
3726,1,OURS
3736,4,OURSTHEIRS|OURS|THEIRS|NON
3744,3,OURS|OURS|NON
3747,1,OURS
3751,1,NON
3760,1,NON
3763,43,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3772,1,OURS
3788,2,OURS|OURS
3828,9,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3829,1,OURS
3845,5,OURS|OURS|OURS|OURS|OURS
3852,2,THEIRS|OURS
3864,1,OURS
3892,2,OURS|OURS
3908,1,NON
3928,1,NON
3940,1,OURS
3943,1,NON
3959,1,OURSTHEIRS
3962,1,NON
3972,3,OURS|NON|NON
3982,1,OURS
4000,1,THEIRS
4006,23,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4008,2,OURS|OURS
4033,1,NON
4038,20,NON|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS
4046,3,OURS|OURS|OURS
4056,23,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4058,2,OURS|THEIRS
4059,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
4081,52,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS
4087,2,OURS|OURS
4095,1,OURS
4127,1,OURS
4135,11,OURS|OURS|NON|OURSTHEIRS|OURS|OURS|OURS|OURS|OURS|NON|OURS
4150,1,THEIRS
4162,4,NON|OURSTHEIRS|NON|OURS
4169,1,BASETHEIRS
4188,13,NON|NON|NON|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4194,2,THEIRS|THEIRS
4225,3,THEIRS|NON|NON
4246,33,NON|OURS|NON|NON|NON|THEIRS|THEIRS|NON|OURS|OURS|NON|NON|THEIRS|THEIRS|THEIRS|NON|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURSTHEIRS|NON|OURS|OURS|OURS|OURS|OURS
4253,1,THEIRS
4263,1,NON
4264,2,OURS|OURS
4271,1,THEIRS
4272,5,OURS|OURSTHEIRS|OURS|OURS|THEIRS
4281,1,OURS
4285,2,OURSTHEIRS|OURS
4289,28,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4298,2,NON|NON
4302,4,NON|OURS|THEIRS|NON
4319,3,NON|NON|NON
4322,1,THEIRS
4327,3,OURS|NON|OURS
4329,1,OURSTHEIRS
4332,2,OURS|OURS
4337,1,NON
4348,1,OURS
4349,1,NON
4359,1,THEIRS
4372,2,OURS|OURS
4375,3,BASE|THEIRS|NON
4384,2,OURS|BASETHEIRS
4390,1,OURS
4415,4,OURS|OURS|OURS|OURS
4416,1,OURS
4420,1,OURS
4424,8,THEIRS|NON|THEIRS|NON|OURS|OURSTHEIRS|OURS|OURSTHEIRS
4432,1,OURS
4433,1,THEIRS
4446,2,OURS|OURS
4448,1,OURS
4451,1,THEIRS
4455,1,NON
4459,2,OURS|OURS
4460,4,NON|OURS|NON|OURSTHEIRS
4465,1,OURSTHEIRS
4466,1,OURSTHEIRS
4479,21,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|BASETHEIRS|BASETHEIRS|BASETHEIRS|BASETHEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|BASETHEIRS|BASETHEIRS|THEIRS|THEIRS|OURSTHEIRS|OURSTHEIRS|THEIRS
4502,3,THEIRS|THEIRS|THEIRS
4507,1,NON
4509,1,OURS
4515,20,OURSTHEIRS|OURSTHEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS
4533,2,NON|NON
4543,1,OURSTHEIRS
4545,5,OURS|OURS|OURS|OURS|THEIRS
4549,1,OURS
4550,4,THEIRS|THEIRS|OURS|OURS
4565,1,OURS
4571,5,OURSTHEIRS|NON|NON|NON|NON
