merge_id,num_chunks,total_resolution_pattern
1327,6,OURS|NON|OURS|NON|NON|NON
1329,5,BASE|BASE|THEIRS|THEIRS|THEIRS
1335,1,NON
1352,1,OURSTHEIRS
1363,3,OURSTHEIRS|OURSTHEIRS|NON
1369,1,THEIRS
1370,3,OURS|NON|NON
1374,1,OURSTHEIRS
1385,1,OURSTHEIRS
1388,2,OURS|OURS
1393,1,OURS
1398,1,NON
1404,1,OURS
1409,2,OURS|OURS
1423,1,OURS
1425,7,NON|THEIRS|OURS|BASE|NON|NON|OURS
1427,1,OURS
1468,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
1469,1,NON
1470,2,THEIRS|THEIRS
1475,1,THEIRS
1483,1,OURS
1494,1,THEIRS
1513,1,THEIRS
1522,1,THEIRS
1526,1,NON
1541,3,OURSTHEIRS|OURS|OURS
1554,1,NON
1561,1,OURS
1582,2,OURS|OURS
1595,1,OURS
1597,1,OURSTHEIRS
1603,17,THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|NON|THEIRS|OURS
1670,1,BASE
1674,3,THEIRS|THEIRS|THEIRS
1690,18,NON|NON|NON|OURS|NON|NON|OURS|OURS|OURS|NON|THEIRS|NON|NON|OURS|NON|NON|OURS|NON
1702,16,OURS|OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS
1719,1,NON
1738,1,NON
1740,2,NON|NON
1755,1,NON
1757,1,OURSTHEIRS
1759,5,THEIRS|OURS|THEIRS|THEIRS|THEIRS
1779,1,OURS
1789,3,OURS|THEIRS|THEIRS
1809,1,NON
1810,24,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1813,3,THEIRS|OURS|NON
1814,1,NON
1818,2,THEIRS|THEIRS
1827,2,OURSTHEIRS|OURS
1828,1,OURS
1850,13,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1852,6,OURS|OURS|OURS|OURS|OURS|NON
1858,2,OURS|THEIRS
1865,1,OURS
1867,24,OURS|NON|OURS|OURS|OURS|THEIRS|NON|OURS|OURS|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|NON|BASE|NON|OURS
1897,2,OURS|OURSTHEIRS
1898,1,THEIRS
1908,1,OURSTHEIRS
1918,2,THEIRS|THEIRS
1921,2,OURS|OURS
1924,2,NON|THEIRS
1931,1,THEIRS
1943,1,BASE
1995,1,THEIRS
2001,4,NON|OURSTHEIRS|THEIRS|OURSTHEIRS
2006,4,OURS|OURS|OURS|OURS
2009,1,OURS
2014,1,OURS
2027,3,OURSTHEIRS|OURS|OURS
2028,1,OURS
2039,1,THEIRS
2041,1,OURS
2054,6,OURSTHEIRS|OURSTHEIRS|NON|OURS|EMPTY|OURSTHEIRS
2061,2,OURS|NON
2074,3,OURSTHEIRS|THEIRS|OURSTHEIRS
2080,1,OURS
2081,1,NON
2083,1,NON
2100,4,BASE|BASE|BASE|BASE
2102,2,OURS|OURS
2126,2,THEIRS|NON
2148,1,NON
2154,1,NON
2166,1,THEIRS
2181,2,THEIRS|THEIRS
2193,1,OURS
2198,1,THEIRS
2202,4,OURS|OURS|OURS|OURS
2221,3,THEIRS|NON|THEIRS
2224,1,BASETHEIRS
2229,1,EMPTY
2233,1,OURS
2237,2,THEIRS|THEIRS
2246,1,NON
2261,4,OURS|NON|NON|OURS
2263,1,OURS
2271,3,THEIRS|THEIRS|THEIRS
2274,3,OURS|OURS|OURS
2296,30,NON|OURS|OURS|NON|NON|NON|THEIRS|THEIRS|OURS|OURSTHEIRS|NON|NON|NON|NON|OURS|NON|OURS|NON|NON|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|NON|THEIRS|NON|NON
2297,14,OURS|OURS|OURS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2309,1,OURS
2312,2,THEIRS|THEIRS
2326,1,OURS
2335,1,OURS
2336,2,OURS|OURS
2348,6,NON|OURSTHEIRS|THEIRS|NON|OURS|OURSTHEIRS
2356,6,OURS|OURS|OURS|OURS|OURS|OURS
2359,1,THEIRS
2366,2,THEIRS|THEIRS
2371,12,THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON
2372,1,THEIRS
2383,1,OURS
2393,3,THEIRS|THEIRS|THEIRS
2401,1,OURS
2403,48,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2418,1,THEIRS
2435,3,THEIRS|OURS|THEIRS
2437,3,OURS|OURS|OURS
2441,9,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2442,2,THEIRS|NON
2450,5,OURS|BASE|NON|OURS|THEIRS
2463,3,BASE|OURSTHEIRS|OURS
2480,4,OURS|OURS|OURS|OURS
2486,1,NON
2487,1,THEIRS
2489,7,NON|OURS|NON|OURSTHEIRS|OURSTHEIRS|OURS|THEIRS
2493,2,NON|OURS
2497,1,OURS
2505,1,THEIRS
2514,10,NON|NON|OURS|NON|OURS|NON|NON|NON|NON|NON
2521,1,OURS
2548,1,THEIRS
2569,3,OURS|OURS|OURS
2577,1,NON
2586,1,NON
2600,1,OURS
2602,2,OURS|OURS
2606,1,THEIRS
2608,2,OURS|OURS
2615,1,NON
2617,2,THEIRS|OURS
2654,3,NON|NON|NON
2656,1,NON
2666,1,THEIRS
2668,1,OURSTHEIRS
2689,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2696,140,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS
2717,3,OURS|OURS|THEIRS
2720,10,OURS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURS|OURS|OURS
2722,2,OURS|OURS
2725,1,THEIRS
2726,1,OURS
2727,1,THEIRS
2737,4,THEIRS|THEIRS|THEIRS|THEIRS
2742,5,OURSBASE|OURS|OURS|OURS|OURS
2750,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2759,1,THEIRS
2769,1,OURSTHEIRS
2775,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|NON|OURSTHEIRS|BASE
2792,2,THEIRS|NON
2795,2,OURS|BASE
2801,1,OURS
2815,2,OURS|OURS
2877,1,BASE
2888,2,THEIRS|THEIRS
2903,1,OURSTHEIRS
2904,1,OURS
2908,3,NON|THEIRS|THEIRS
2938,1,OURS
2960,1,BASE
2971,1,OURSTHEIRS
2975,1,OURS
2980,3,OURS|OURS|OURS
3003,2,THEIRS|THEIRS
3004,6,OURS|OURS|OURS|OURS|OURS|OURS
3008,1,OURS
3037,1,THEIRS
3039,3,OURS|OURS|OURS
3060,9,OURS|OURS|OURS|NON|THEIRS|THEIRS|THEIRS|NON|NON
3071,1,NON
3074,2,THEIRS|NON
3086,1,NON
3090,6,OURS|OURS|OURS|OURS|OURS|OURS
3092,1,OURS
3095,1,THEIRS
3099,1,OURS
3105,1,THEIRS
3108,2,THEIRS|THEIRS
3115,1,OURS
3116,1,THEIRS
3118,1,NON
3121,1,OURS
3123,1,OURS
3132,1,OURS
3156,2,NON|OURSTHEIRS
3162,2,OURSTHEIRS|OURS
3174,1,NON
3181,1,THEIRS
3183,1,NON
3184,1,THEIRS
3196,2,THEIRS|THEIRS
3208,1,OURS
3214,2,THEIRS|NON
3221,1,OURS
3222,2,BASE|NON
3223,1,OURS
3230,1,OURS
3247,1,NON
3273,1,OURSTHEIRS
3276,4,THEIRS|THEIRS|THEIRS|THEIRS
3286,1,OURSTHEIRS
3289,1,OURSTHEIRS
3306,1,NON
3308,1,NON
3318,1,OURS
3341,13,OURS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS
3343,1,OURS
3364,2,OURS|OURS
3370,1,THEIRS
3377,1,OURS
3379,1,NON
3398,1,THEIRS
3402,1,OURSTHEIRS
3407,1,OURS
3416,1,OURSTHEIRS
3425,1,OURS
3428,1,OURS
3444,10,THEIRS|THEIRS|THEIRS|THEIRS|OURSTHEIRS|THEIRS|THEIRS|BASE|THEIRS|OURS
3446,2,OURS|OURS
3453,45,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3489,1,THEIRS
3495,1,OURS
3506,1,OURSTHEIRS
3512,1,EMPTY
3521,3,OURS|OURS|OURS
3522,1,THEIRS
3526,2,BASE|BASE
3564,1,THEIRS
3574,1,OURS
3581,1,THEIRS
3611,69,OURSTHEIRS|OURSTHEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON|NON|OURSTHEIRS|OURS|OURSTHEIRS|OURS|OURSTHEIRS|OURS|OURSTHEIRS|OURS|OURSTHEIRS|OURS|OURSTHEIRS|OURS|OURSTHEIRS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3677,1,BASE
3707,1,OURS
3710,2,BASE|NON
3714,1,OURS
3722,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3724,2,OURS|OURS
3733,1,OURSTHEIRS
3737,1,THEIRS
3757,1,OURSTHEIRS
3759,4,OURSTHEIRS|THEIRS|THEIRS|THEIRS
3787,3,OURS|NON|OURS
3794,1,NON
3802,1,THEIRS
3817,1,THEIRS
3820,118,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
3822,2,OURS|THEIRS
3833,1,NON
3834,10,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS
3835,1,NON
3846,4,THEIRS|OURS|OURS|OURS
3850,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3856,1,NON
3865,3,THEIRS|THEIRS|THEIRS
3872,1,OURS
3873,1,OURSTHEIRS
3881,2,THEIRS|THEIRS
3904,1,OURS
3920,12,OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|OURS|NON|NON|THEIRS|THEIRS
3935,2,OURS|OURS
3946,2,THEIRS|THEIRS
3995,1,OURS
3998,2,NON|NON
4011,1,OURS
4019,1,OURS
4021,1,OURS
4022,1,OURS
4023,99,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4030,2,OURS|OURS
4043,1,OURS
4047,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4065,2,NON|NON
4066,4,THEIRS|THEIRS|THEIRS|THEIRS
4074,10,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|NON|THEIRS|NON
4092,8,OURS|OURS|OURS|NON|OURS|OURS|OURS|OURS
4098,1,OURS
4104,23,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4122,1,NON
4123,1,THEIRS
4124,1,NON
4126,1,OURS
4157,1,THEIRS
4167,3,OURSTHEIRS|THEIRS|NON
4181,2,OURS|OURS
4183,1,THEIRS
4187,1,THEIRS
4190,1,OURS
4193,2,THEIRS|NON
4195,1,OURS
4199,1,OURS
4203,1,OURSBASE
4229,3,OURS|OURS|OURS
4235,4,OURS|OURS|OURSTHEIRS|OURSTHEIRS
4236,3,NON|NON|NON
4239,2,NON|NON
4256,3,OURS|OURS|OURS
4269,3,NON|NON|OURS
4290,1,OURS
4307,2,OURS|THEIRS
4310,5,NON|OURS|THEIRS|THEIRS|OURS
4353,4,NON|NON|NON|NON
4358,1,THEIRS
4361,2,OURS|OURS
4364,1,NON
4374,1,THEIRS
4386,1,NON
4395,1,NON
4414,4,THEIRS|THEIRS|THEIRS|NON
4421,1,BASE
4422,2,THEIRS|THEIRS
4437,1,OURS
4463,1,NON
4469,3,OURS|OURS|OURS
4474,1,NON
4478,6,NON|NON|OURS|OURS|OURS|NON
4480,12,NON|OURSTHEIRS|OURS|OURS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
4481,2,THEIRS|THEIRS
4487,17,NON|NON|NON|NON|OURS|OURS|THEIRS|OURS|NON|OURS|NON|OURS|NON|NON|NON|OURS|NON
4506,22,THEIRS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4510,2,NON|NON
4520,1,THEIRS
4535,2,THEIRS|THEIRS
4538,3,THEIRS|NON|THEIRS
4539,1,OURS
4554,1,OURS
4566,1,OURS
4575,1,OURSTHEIRS
4587,1,THEIRS
4605,2,OURS|OURS
4610,106,NON|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4611,1,THEIRS
4617,1,OURS
4628,250,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|BASETHEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4632,1,OURS
4634,1,THEIRS
4635,2,NON|OURS
4663,3,BASETHEIRS|THEIRS|THEIRS
4666,1,BASE
4676,3,THEIRS|NON|THEIRS
4681,2,THEIRS|OURSTHEIRS
4683,31,THEIRS|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|OURS|NON|NON|NON|NON|OURS|NON|NON|NON|NON|NON|OURS|OURS|NON|NON|OURS|NON|NON
4689,1,OURSBASE
4691,4,NON|NON|NON|OURS
4703,11,OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4713,1,THEIRS
4718,1,OURS
4722,1,NON
4736,1,THEIRS
4741,2,OURS|THEIRS
4742,3,THEIRS|THEIRS|THEIRS
4744,1,OURS
4766,1,OURS
4767,1,OURS
4772,1,NON
4777,1,NON
4782,3,THEIRS|NON|NON
4787,10,OURS|OURS|OURS|OURS|OURS|NON|THEIRS|BASETHEIRS|THEIRS|OURSTHEIRS
4804,1,NON
4808,1,NON
4811,2,OURSTHEIRS|OURSTHEIRS
4817,1,NON
4834,1,THEIRS
4836,4,OURSTHEIRS|THEIRS|NON|OURS
4847,1,NON
4849,11,OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS
4856,1,THEIRS
4876,1,NON
4885,1,OURS
4894,1,OURS
4910,1,OURS
4921,3,OURSTHEIRS|NON|NON
4925,3,OURS|OURS|OURS
4937,1,OURS
4946,1,OURSTHEIRS
4993,1,THEIRS
4995,1,OURS
4996,1,OURS
4997,1,OURS
5009,2,OURS|NON
5014,1,OURS
5016,1,THEIRS
5023,1,NON
5036,3,THEIRS|THEIRS|THEIRS
5041,1,OURSTHEIRS
5043,3,OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
5080,3,OURS|OURS|OURS
5091,1,THEIRS
