merge_id,num_chunks,total_resolution_pattern
407,195,THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|NON|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|BASETHEIRS|THEIRS|THEIRS|OURS|NON|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|OURS|THEIRS|BASETHEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASE|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
415,2,THEIRS|NON
417,1,THEIRS
420,5,OURSTHEIRS|NON|THEIRS|NON|BASE
436,1,NON
439,1,NON
440,3,NON|NON|THEIRS
452,1,THEIRS
455,2,OURSTHEIRS|OURSTHEIRS
468,1,THEIRS
477,1,THEIRS
487,7,THEIRS|OURS|THEIRS|OURS|NON|NON|NON
518,2,NON|OURSTHEIRS
532,2,THEIRS|THEIRS
534,1,THEIRS
564,2,NON|OURS
590,1,THEIRS
596,1,OURS
604,1,OURS
607,6,OURS|OURS|OURS|OURS|OURS|OURS
610,20,OURS|OURS|NON|THEIRS|THEIRS|NON|OURS|OURS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|BASE|OURS|OURS
621,1,OURS
628,1,OURS
650,1,THEIRS
651,11,OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
663,1,THEIRS
664,4,OURS|OURS|OURS|OURS
674,1,NON
683,1,NON
684,3,OURS|THEIRS|NON
696,6,NON|OURS|NON|OURS|OURS|OURS
710,1,OURSTHEIRS
712,3,NON|THEIRS|NON
719,4,THEIRS|THEIRS|THEIRS|OURS
735,1,OURS
745,1,OURS
751,1,OURS
757,5,OURS|OURS|OURS|OURS|THEIRS
765,1,THEIRS
795,35,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
797,4,THEIRS|THEIRS|THEIRS|THEIRS
799,1,OURS
800,1,OURS
808,2,THEIRS|THEIRS
813,15,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
819,15,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON
840,1,NON
855,6,OURS|OURS|OURS|OURS|OURS|OURS
862,5,OURSTHEIRS|BASE|OURS|BASE|OURSTHEIRS
870,15,NON|OURS|OURS|THEIRS|NON|NON|NON|NON|NON|THEIRS|THEIRS|OURSTHEIRS|NON|NON|NON
885,3,NON|OURS|OURS
892,1,THEIRS
937,2,THEIRS|THEIRS
959,2,OURSTHEIRS|NON
962,1,OURS
964,1,OURSTHEIRS
966,2,OURSTHEIRS|OURS
967,1,NON
971,1,NON
984,1,THEIRS
989,2,THEIRS|THEIRS
996,1,NON
1001,14,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|OURS|NON|OURS
1010,1,OURS
1022,2,OURS|NON
1037,1,NON
1038,1,OURS
1042,1,NON
1046,1,NON
1048,1,NON
1053,1,BASE
1065,1,NON
1077,2,OURS|BASE
1081,1,OURS
1093,3,NON|NON|OURSTHEIRS
1101,2,NON|NON
1102,2,OURS|THEIRS
1114,5,OURSTHEIRS|OURS|OURSTHEIRS|OURS|NON
1117,1,NON
1125,1,OURS
1144,2,THEIRS|THEIRS
1145,2,OURS|THEIRS
1164,1,OURS
1167,1,THEIRS
1170,8,NON|NON|THEIRS|NON|OURSTHEIRS|NON|OURSTHEIRS|NON
1171,2,NON|NON
1172,1,THEIRS
1178,1,NON
1186,1,NON
1188,1,THEIRS
1226,1,OURS
1242,1,OURS
1257,3,NON|NON|NON
1264,1,OURS
1276,10,OURSTHEIRS|OURS|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS|NON|OURS|THEIRS|THEIRS|OURSTHEIRS
1284,2,NON|NON
1292,5,OURS|OURS|OURS|OURS|OURS
1302,4,OURS|OURS|OURS|OURS
1308,6,NON|NON|NON|NON|NON|NON
1314,1,OURS
1321,2,THEIRS|THEIRS
1332,1,OURS
1346,1,NON
1353,1,OURS
1364,2,OURS|OURS
1377,2,THEIRS|NON
1399,1,THEIRS
1407,5,NON|OURSTHEIRS|OURS|OURS|THEIRS
1413,1,THEIRS
1419,2,OURS|NON
1436,18,NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1448,13,OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1451,2,NON|NON
1453,2,OURS|OURS
1476,1,THEIRS
1486,1,NON
1490,1,NON
1496,2,OURS|NON
1498,3,BASE|BASE|BASE
1504,1,THEIRS
1507,1,THEIRS
1511,1,OURS
1515,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1533,1,OURS
1540,1,THEIRS
1545,2,NON|OURSTHEIRS
1550,2,BASE|OURS
1566,1,OURS
1579,1,OURSTHEIRS
1586,2,THEIRS|THEIRS
1587,68,THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1592,1,NON
1610,1,THEIRS
1618,4,OURS|OURS|NON|OURS
1630,3,NON|OURS|OURS
1634,2,NON|THEIRS
1642,6,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
1647,1,NON
1663,3,NON|NON|OURS
1684,4,OURS|OURS|OURS|NON
1697,7,THEIRS|NON|OURS|OURS|THEIRS|NON|NON
1712,2,THEIRS|NON
1713,1,OURS
1727,2,OURS|NON
1731,1,THEIRS
1733,1,THEIRS
1743,1,THEIRS
1747,3,NON|NON|NON
1749,1,OURSTHEIRS
1751,1,OURS
1764,1,OURS
1767,8,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
1773,1,NON
1785,15,THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|NON|THEIRS|THEIRS|OURS|NON|THEIRS
1793,6,OURS|NON|NON|NON|OURS|THEIRS
1820,2,OURS|OURS
1824,2,OURSTHEIRS|NON
1842,1,OURSTHEIRS
1863,2,OURS|OURS
1866,1,OURS
1872,1,OURS
1883,1,OURS
1885,1,OURS
1889,1,THEIRS
1900,1,OURSTHEIRS
1902,1,OURS
1904,1,OURSTHEIRS
1911,2,THEIRS|THEIRS
1914,7,NON|NON|NON|NON|BASE|NON|NON
1930,3,THEIRS|THEIRS|THEIRS
1936,2,THEIRS|THEIRS
1972,1,THEIRS
1976,1,OURS
1987,6,BASE|OURS|OURS|OURS|OURS|OURS
1992,9,OURS|THEIRS|NON|NON|NON|NON|OURS|OURS|OURS
2003,9,THEIRS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2007,1,NON
2023,1,NON
2025,8,OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS
2032,2,NON|NON
2033,6,OURS|OURS|OURS|NON|OURS|OURS
2057,1,BASE
2062,34,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON
2069,1,OURS
2110,1,NON
2113,6,THEIRS|THEIRS|OURS|OURS|THEIRS|NON
2118,1,NON
2131,3,THEIRS|OURSTHEIRS|OURSTHEIRS
2150,1,OURS
2184,3,THEIRS|THEIRS|THEIRS
2195,1,THEIRS
2200,105,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURSBASE|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
2204,4,THEIRS|OURS|OURS|OURS
2213,2,THEIRS|THEIRS
2220,1,BASETHEIRS
2231,12,NON|NON|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS|OURS|OURS|OURS
2241,1,THEIRS
2245,1,OURS
2256,2,OURS|OURS
2259,2,NON|THEIRS
2284,2,NON|OURSTHEIRS
2286,7,THEIRS|OURSTHEIRS|NON|OURS|OURS|THEIRS|THEIRS
2290,8,BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2291,1,OURS
2306,4,NON|OURSTHEIRS|OURS|OURS
2315,1,NON
2334,1,THEIRS
2357,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
2373,2,NON|THEIRS
2378,1,OURS
2404,1,NON
2405,1,NON
2406,2,OURS|OURS
2408,1,BASE
2410,4,THEIRS|THEIRS|THEIRS|OURS
2430,6,OURS|THEIRS|NON|OURS|THEIRS|OURSTHEIRS
2434,1,OURS
2443,2,THEIRS|THEIRS
2454,1,NON
2455,1,NON
2465,22,THEIRS|OURS|NON|NON|OURS|OURSTHEIRS|NON|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON
2484,1,OURS
2501,4,OURSTHEIRS|NON|NON|THEIRS
2544,2,THEIRS|THEIRS
2547,2,THEIRS|NON
2572,1,OURS
2592,1,BASETHEIRS
2598,1,NON
2599,1,THEIRS
2619,2,THEIRS|NON
2627,1,NON
2628,10,OURS|OURS|OURS|NON|NON|OURS|OURS|OURS|OURS|OURS
2636,2,OURS|OURSTHEIRS
2649,1,OURSTHEIRS
2659,26,THEIRS|OURS|NON|THEIRS|THEIRS|THEIRS|NON|NON|NON|NON|NON|THEIRS|NON|OURSTHEIRS|OURS|OURS|THEIRS|THEIRS|THEIRS|OURS|NON|NON|THEIRS|OURS|THEIRS|THEIRS
2665,67,THEIRS|THEIRS|THEIRS|OURSTHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2673,1,OURS
2676,2,OURS|THEIRS
2684,2,THEIRS|OURS
2687,5,OURS|THEIRS|THEIRS|THEIRS|THEIRS
2700,1,OURS
2701,1,NON
2707,5,OURSTHEIRS|NON|OURS|NON|NON
2744,1,NON
2745,1,OURS
2780,1,NON
2784,1,OURS
2809,10,NON|THEIRS|OURS|OURS|OURS|OURS|OURS|THEIRS|OURS|OURS
2819,1,NON
2830,4,NON|OURS|OURS|OURS
2852,1,THEIRS
2853,2,OURS|OURS
2858,33,NON|OURS|OURS|NON|NON|NON|OURS|OURS|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|OURS|OURS|OURS|OURS|OURS|OURS
2861,1,OURS
2868,1,OURS
2871,1,EMPTY
2874,91,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|NON|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|BASETHEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
2890,2,OURS|OURS
2896,1,OURS
2899,2,THEIRS|THEIRS
2920,3,OURS|OURS|OURS
2941,1,THEIRS
2961,7,OURS|THEIRS|THEIRS|THEIRS|NON|NON|OURS
2978,2,THEIRS|THEIRS
2984,2,OURS|OURS
3006,1,OURS
3021,1,OURS
3029,1,THEIRS
3040,1,NON
3044,2,NON|NON
3072,1,THEIRS
3084,2,OURSTHEIRS|THEIRS
3087,2,NON|OURS
3089,4,OURSTHEIRS|NON|NON|NON
3103,1,NON
3120,5,THEIRS|OURS|THEIRS|OURS|THEIRS
3126,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
3136,3,OURS|NON|NON
3143,3,OURS|OURS|OURS
3151,3,NON|NON|OURS
3155,2,BASE|OURS
3179,8,OURSTHEIRS|OURS|NON|NON|BASETHEIRS|OURS|NON|NON
3189,1,NON
3192,1,OURS
3203,2,NON|THEIRS
3217,1,THEIRS
3239,2,THEIRS|THEIRS
3240,4,OURS|OURS|OURS|OURS
3241,13,NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON|NON
3246,2,OURSTHEIRS|NON
3251,2,THEIRS|THEIRS
3257,1,OURS
3280,2,OURS|NON
3283,1,OURS
3297,1,OURSTHEIRS
3320,4,NON|NON|NON|OURS
3328,1,OURS
3340,1,NON
3361,1,THEIRS
3367,1,NON
3368,1,BASE
3375,1,OURS
3400,2,NON|OURS
3435,19,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
3458,4,OURS|OURS|OURS|OURS
3469,1,THEIRS
3492,1,THEIRS
3501,2,OURS|OURS
3514,2,OURS|THEIRS
3519,1,THEIRS
3524,1,OURS
3531,1,OURS
3551,1,OURS
3562,4,NON|OURSTHEIRS|NON|NON
3570,1,OURS
3575,2,OURS|OURS
3594,1,OURS
3600,1,OURS
3602,1,NON
3622,2,BASE|OURS
3635,2,THEIRS|THEIRS
3645,1,NON
3670,7,NON|THEIRS|OURS|BASE|NON|NON|OURS
3676,7,NON|NON|OURS|OURS|OURS|OURS|OURS
3691,1,OURS
3711,3,OURS|NON|NON
3731,7,OURS|OURS|OURS|OURS|OURS|OURS|OURS
3739,3,NON|NON|THEIRS
3740,1,THEIRS
3765,1,NON
3769,3,THEIRS|OURSTHEIRS|OURSTHEIRS
3778,2,THEIRS|OURS
3779,1,OURS
3786,7,OURS|OURS|OURS|OURS|OURS|THEIRS|NON
3790,3,NON|THEIRS|THEIRS
3796,1,THEIRS
3797,13,OURS|OURS|NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|NON|NON
3800,1,OURS
3821,1,THEIRS
3847,3,NON|NON|NON
3860,3,OURS|OURS|OURS
3875,2,OURS|OURS
3911,3,OURS|OURS|OURS
3915,1,OURS
3937,1,THEIRS
3967,1,OURS
4010,17,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4013,2,OURS|OURS
4015,1,OURS
4026,1,THEIRS
4034,15,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4036,1,OURS
4051,1,THEIRS
4060,3,OURS|OURS|OURS
4076,1,OURS
4090,9,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4097,9,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4118,2,THEIRS|THEIRS
4120,23,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4136,1,OURS
4144,9,OURS|OURS|THEIRS|NON|THEIRS|NON|OURS|THEIRS|OURSTHEIRS
4148,1,OURS
4158,1,OURS
4170,1,BASE
4171,1,BASETHEIRS
4212,100,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4222,3,OURS|OURS|OURS
4250,2,OURS|OURS
4279,1,THEIRS
4283,1,OURS
4297,1,OURSTHEIRS
4301,1,OURS
4334,7,THEIRS|NON|NON|NON|NON|NON|NON
4338,1,OURS
4354,8,NON|OURSTHEIRS|NON|BASE|BASE|OURS|OURS|NON
4356,1,OURS
4363,1,THEIRS
4369,2,NON|OURS
4379,3,THEIRS|THEIRS|THEIRS
4383,2,OURSBASE|NON
4387,1,THEIRS
4389,1,OURS
4398,1,THEIRS
4407,1,OURS
4409,1,NON
4426,1,NON
4435,2,OURS|OURS
4483,1,OURS
4498,2,NON|NON
4514,3,THEIRS|THEIRS|THEIRS
4518,4,NON|OURS|NON|THEIRS
4524,1,NON
4530,1,OURS
4534,5,NON|OURS|NON|OURS|NON
4536,1,OURS
4544,1,NON
4546,2,OURS|OURS
4574,1,THEIRS
4589,101,NON|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
4616,139,THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS|THEIRS
4618,1,NON
4627,4,NON|OURSTHEIRS|OURSTHEIRS|OURSTHEIRS
4638,5,NON|OURS|OURS|OURS|OURS
4652,2,OURSTHEIRS|THEIRS
4656,3,THEIRS|THEIRS|BASE
4661,1,THEIRS
4692,1,THEIRS
4714,1,OURS
4729,1,THEIRS
4739,2,THEIRS|NON
4763,1,OURS
4778,2,BASE|THEIRS
4788,2,NON|OURS
4797,1,NON
4835,1,THEIRS
4877,1,OURS
4928,1,OURS
4929,3,OURS|OURS|OURS
4939,1,OURS
4951,7,THEIRS|THEIRS|NON|OURS|OURS|OURS|OURS
4955,1,NON
4959,1,OURS
4968,1,OURS
4984,1,THEIRS
4985,3,OURS|OURS|OURS
5021,1,OURS
5030,1,BASETHEIRS
5032,1,OURS
5033,14,OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS|OURS
5042,1,NON
5061,1,NON
5079,2,NON|NON
